season,team,nr_hat_intact,drop_star,drop_role,drop_connector,RRS
2021-2022,ORL,3.3236904919806536,0.2589132823569251,-1.0427339338107675,-0.6356269821339318,1.1423137619387995
2021-2022,ORL,4.737431991128812,0.9818161218568684,0.9818161218568684,0.9818161218568684,0.7927972536706229
2021-2022,PHI,4.1729839770651616,-0.1268834960838765,0.3627016316464937,-0.8098990724946722,1.045845962361656
2021-2022,PHI,4.151396568209964,0.8646090372730981,0.8646090372730981,0.8646090372730981,0.7917807167329833
2021-2022,PHX,5.910484923254158,0.1981932745528976,0.27782413858022537,-1.2458065768725621,1.0434064183947702
2021-2022,PHX,6.464143505086131,1.3271584246483314,1.3271584246483314,1.3271584246483314,0.7947209642594545
2021-2022,POR,2.7150588068994326,-2.130978225803184,-1.1030437902462067,-0.03758615601652471,1.4015141552108832
2021-2022,POR,3.931633284615396,0.8206563805541847,0.8206563805541847,0.8206563805541847,0.7913214070163567
2021-2022,SAC,-3.0139125348205322,-2.3494657449904057,-0.9485809565117673,-1.7509703309111782,1.5582270324705458
2021-2022,SAS,2.938358266460011,-0.49000878544947923,-1.6143372143384727,-1.70630974857244,1.4321414634210525
2021-2022,SAS,4.143547879510158,0.8630392995331375,0.8630392995331375,0.8630392995331375,0.7917651515621675
2021-2022,TOR,3.9640477555045965,-0.12753023016293685,-0.9175245916278687,0.27883419536834664,1.0644145773829776
2021-2022,TOR,4.256045750874043,0.8855388738059142,0.8855388738059142,0.8855388738059142,0.7919827679502627
2021-2022,UTA,6.305996941806646,1.09421805998765,0.09894700439350235,-1.2994039184802562,1.0056148673755696
2021-2022,UTA,5.990605953531169,1.2324509143373392,1.2324509143373392,1.2324509143373392,0.794303743621359
2021-2022,WAS,-0.19033417676539433,-0.31098292716186693,-2.1008873014189016,-1.4417140774446513,7.71353191428788
2021-2022,WAS,4.138315420376954,0.8619928077064967,0.8619928077064967,0.8619928077064967,0.7917547419887132
2022-2023,ATL,5.759598627040293,-0.6417282943415339,-0.06467112417575827,-1.3830675071816234,1.1209056593465212
2022-2023,ATL,6.677799097359098,1.8782668582152287,1.8782668582152287,-1.4597375491878894,0.8853688048923467
2022-2023,BKN,3.89232874149336,-2.413087749646177,-0.302153065459402,-0.48023808941053314,1.2735858453170696
2022-2023,BKN,4.161861486476372,0.8667020209263807,0.8667020209263807,0.8667020209263807,0.7918013789932763
2022-2023,BOS,5.527978825798428,0.3285667763607787,-0.4935951262757188,0.2890698067051183,0.9925217379978984
2022-2023,BOS,4.802837730293862,0.9948972696898788,0.9948972696898788,0.9948972696898788,0.7928953212936652
2022-2023,CHA,2.211656255173323,-1.7119660018407283,-1.473357552951374,-1.5754988739030629,1.7172107307019302
2022-2023,CHI,7.4145579917943465,0.9646625449862398,-0.5648160850093111,-1.0375253210960516,1.028664008913186
2022-2023,CHI,5.645263650739706,1.1633824537790467,1.1633824537790467,1.1633824537790467,0.7939553436144211
2022-2023,CLE,3.960555511904481,-1.1757168983252884,-0.5681636806937913,-1.3638929538097297,1.261494382151148
2022-2023,CLE,4.517668707534244,0.9378634651379549,0.9378634651379549,0.9378634651379549,0.7924469515602683
2022-2023,DAL,-0.8178871506513596,-3.9916840250347323,-1.6948368662354847,-1.1685689812037703,3.7904088563042775
2022-2023,DEN,6.795190015556123,-0.581352821846588,-1.021579560278445,-1.2308784796787542,1.1389901722051787
2022-2023,DEN,6.557482606188172,1.9076333046582832,1.9227669173553226,-1.630765323552982,0.8882040745021729
2022-2023,DET,0.3827083737059862,-0.5323120199565903,-1.1276989388147682,-1.4334498249894425,3.687336699555709
2022-2023,GSW,3.8642388597529114,0.6526844071569626,-1.9967092617795905,-0.15642289968180423,1.1293967254243076
2022-2023,GSW,4.269126898707054,0.8881551033725161,0.8881551033725161,0.8881551033725161,0.7920073280160739
2022-2023,HOU,5.841926100184306,-0.20203461692361557,-0.7949721345092318,-1.118296781954549,1.1206760389753274
2022-2023,HOU,4.9979275315084735,1.8938955199109353,1.885676062914564,-2.076853983275168,0.8864611399933271
2022-2023,IND,4.448326515747727,0.025433241001871387,-0.05631007779484065,-1.4037295891419692,1.1074774216470262
2022-2023,IND,4.609236742365313,0.9561770721041682,0.9561770721041682,0.9561770721041682,0.7925969694099494
2022-2023,LAC,1.586607407179443,-1.3221363376461603,-1.7482897847454701,-1.39487781415454,1.9375331954136925
2022-2023,LAL,-1.3629894343823334,-1.5254739905067924,-1.6699948905803557,-1.536739617809551,2.156462647879582
2022-2023,MEM,0.6149031387551758,-0.6465835243838791,-1.196014826095968,-0.5534514845134946,2.2967676702303574
2022-2023,MIA,3.6023906002881585,-0.09603620576858862,-1.0917927240095828,0.5338856685068469,1.060493327332599
2022-2023,MIA,4.01535263074666,0.8374002497804378,0.8374002497804378,0.8374002497804378,0.7915023089930326
2022-2023,MIL,3.6400503608679218,-0.9004200289633406,-1.3683730987082452,-2.252196686735627,1.4138906237054023
2022-2023,MIN,3.231615087615064,-0.8876959178900385,-0.9486183676659197,-1.6701279971245437,1.3615692133297421
2022-2023,NOP,3.516867174876352,-0.3919477871805981,-0.623684518684902,-1.7197818686692727,1.2591924821257565
2022-2023,NOP,4.350230015271716,0.9043757266854491,0.9043757266854491,0.9043757266854491,0.7921563044216648
2022-2023,NYK,4.259105420587906,0.30300781309094393,-0.10523433289822393,-1.087459354847554,1.0696137604447713
2022-2023,NYK,5.200504624417366,1.0744306485145794,1.0744306485145794,1.0744306485145794,0.7934384901878409
2022-2023,OKC,4.6489519407331885,-0.055313203066662986,-0.6990604813655397,-0.1767209802930445,1.0667458270961854
2022-2023,OKC,4.046747385545884,0.8436792007402825,0.8436792007402825,0.8436792007402825,0.7915682179789728
2022-2023,ORL,3.9194425806657125,-0.7851075217216485,0.027630394486681364,-1.366536834227857,1.180593042559169
2022-2023,ORL,5.522300861109412,1.1387898958529883,1.1387898958529883,1.1387898958529883,0.7938207741187123
2022-2023,PHI,6.6445191956254135,-1.2928775511458843,-1.5278256207146867,0.76537101488411,1.1030936332925116
2022-2023,PHI,5.2079712340703175,1.7943400662342164,1.7943400662342164,-1.8227001770707467,0.8869911238360632
2022-2023,PHX,1.6563083329095885,-1.524743274720421,-1.038802884029896,-1.2244998750964697,1.7618872036113427
2022-2023,POR,5.601428184954826,1.2139235617041004,1.8121583990584402,-1.6910979196433775,0.9205711049419472
2022-2023,POR,5.3156187253478535,1.0974534687006763,1.0974534687006763,1.0974534687006763,0.7935805583596983
2022-2023,SAC,9.001044346049014,0.2736710383099439,0.17081817385438214,0.08239067965291014,0.9804903615385068
2022-2023,SAC,7.39028877166324,1.5123874779637543,1.5123874779637543,1.5123874779637543,0.7953824394249143
2022-2023,SAS,2.623177510883751,-1.3512083788003508,-0.418411139239383,-0.5295455254412142,1.2920489733062626
2022-2023,TOR,3.4262938484879886,-0.1611543466541776,-1.1410119790636433,-1.2389341642330969,1.2471435290043746
2022-2023,TOR,4.137923236447344,1.796362386136833,1.6385675940098894,-2.081607030628949,0.8910084521822474
2022-2023,UTA,1.7628402035652462,-1.3787283064685778,-1.7829340895099728,-0.9430382963348616,1.775712879964332
2022-2023,UTA,4.070293451645302,0.8483884139601665,0.8483884139601665,0.8483884139601665,0.7916169826526964
2022-2023,WAS,1.5169928609708978,-1.387158262793966,-1.4497449459204859,-1.565019627073473,1.966610350848968
2023-2024,ATL,3.8463801568026774,-0.1887993631466518,-1.1586239474393398,-0.6907287291520205,1.1765835414118782
2023-2024,ATL,4.0676772220787,0.8478651680468463,0.8478651680468463,0.8478651680468463,0.7916115922280831
2023-2024,BKN,2.3666269838547462,-1.6098191335574845,-1.2176389960795921,-1.5212024255205736,1.612238975256929
2023-2024,BKN,4.0598285333788935,0.8462954303068839,0.8462954303068839,0.8462954303068839,0.7915953792802213
2023-2024,BOS,7.034038525827942,-0.8954872363715296,-1.0427103028359888,0.6438909104440942,1.061326678075351
2023-2024,BOS,5.980556850820805,1.8301574792487791,1.8301574792487791,-1.6153698711106443,0.8860416477745644
2023-2024,CHA,0.70761030149579,-1.7650621394188315,-0.6295916381554867,-1.2618241584263916,2.7200229464546455
2023-2024,CHI,3.8753340098637095,0.7116667779662933,-0.02168847347532976,-1.4519213634297463,1.0655209326647244
2023-2024,CHI,4.745280679828618,0.9833858595968294,0.9833858595968294,0.9833858595968294,0.7928091644945999
2023-2024,CLE,2.3032477663660544,-0.6887430090309299,-0.4681299073457894,0.032517483708401684,1.1626496723543895
2023-2024,CLE,4.426100672703174,0.9195498581717407,0.9195498581717407,0.9195498581717407,0.7922907279155533
2023-2024,DAL,-0.4011036994303847,-2.1846385021721497,-1.6826108365816834,-1.5940276196387075,5.527254176910848
2023-2024,DEN,8.488484766770732,0.67161036033818,-0.40080644530312703,-0.9041116202107471,1.024866358111412
2023-2024,DEN,8.396033484133063,2.302019245301034,2.304154554040636,-1.5225585331266025,0.8775910853103924
2023-2024,DET,0.5174086994210816,-1.7295764087597627,-1.8632252048110831,-1.8944675887916858,4.528277469424083
2023-2024,GSW,2.3535308242273913,-1.1790712886826338,0.7519588026474535,0.5058753186928784,0.9888494653446803
2023-2024,HOU,7.153384246589574,0.14473179027205596,-0.03474861956343833,0.443679179194187,0.9742040530291278
2023-2024,HOU,6.47460842335254,1.329251408301614,1.329251408301614,1.329251408301614,0.7947294954543536
2023-2024,IND,3.0926998118142928,-0.29185090051153173,0.09796472729208805,-1.3850835851860426,1.170127447657298
2023-2024,IND,4.836848714659688,1.0016994665630437,1.0016994665630437,1.0016994665630437,0.7929452685182805
2023-2024,LAC,5.148544922085009,-0.10772834919668384,0.02365841569792959,0.02365841569792959,1.0039104761498268
2023-2024,LAC,5.438581514978148,1.1220460266267356,1.1220460266267356,1.1220460266267356,0.7937256710765106
2023-2024,LAL,5.600153756114482,-0.8334224364464902,0.26000331938698196,-0.8616202880342367,1.0854014171352457
2023-2024,LAL,4.57784198756609,0.9498981211443236,0.9498981211443236,0.9498981211443236,0.7925462106524346
2023-2024,MIA,-1.6986573277700048,0.10946138864978483,-1.4640093870499422,-1.193012604532143,1.4996223966852518
2023-2024,MIL,6.808342756089843,0.03044655136342911,-0.6066960554931295,0.6878144949672222,0.9945386314639669
2023-2024,MIL,5.899783674400135,1.8075486306296895,1.9428908157277252,-1.7115439109341644,0.8848234602990808
2023-2024,MIN,6.0597679436998195,0.025974399264553583,-0.4771564898059868,-1.3857529682355505,1.1010287296835863
2023-2024,MIN,5.760377751670194,1.1864052739651445,1.1864052739651445,1.1864052739651445,0.7940761177096551
2023-2024,NOP,5.472427412326925,-1.0506030078293804,-0.6130545545914474,-0.365209575532341,1.1235586032366651
2023-2024,NOP,4.792372812027454,0.9928042860365962,0.9928042860365962,0.9928042860365962,0.7928798103194753
2023-2024,NYK,1.65255361152336,-0.7926454885154186,-0.7963395961077744,-1.1389270579222774,1.5499090208979964
2023-2024,OKC,5.781586945865715,-0.2966965587827257,-0.01939919039511473,-1.5796736910008686,1.109280353696719
2023-2024,OKC,6.89320515400886,1.4129707544328776,1.4129707544328776,1.4129707544328776,0.7950495056545772
2023-2024,ORL,3.0895537921722607,-0.8154940901644792,-0.7002879017249768,-0.7002879017249768,1.239015404426577
2023-2024,ORL,3.217344272847818,-2.7359637942139052,-1.0323854632821048,-1.0568556481729168,1.499760590808313
2023-2024,PHI,3.1702491125840475,-0.9146646078433274,-2.155234047929882,-2.5917366911624744,1.5951004526333559
2023-2024,PHX,6.4699507421333085,0.47996294364526637,0.051622876004447704,-0.1254463705140081,0.9790788368242257
2023-2024,PHX,5.156028721785132,1.0655354679881324,1.0655354679881324,1.0655354679881324,0.79338190158086
2023-2024,POR,-1.6818575166652465,-1.3189116773675709,-0.9822908289755636,-1.3062342479691331,1.714545887691623
2023-2024,SAC,7.362744602921589,0.6720698232938336,-0.2377874028536704,-0.8117692640066121,1.0170876306336807
2023-2024,SAC,6.144963497960688,1.2633224232232436,1.2633224232232436,1.2633224232232436,0.7944468066492048
2023-2024,SAS,3.4564289141037765,-0.9927510970095348,-1.4276468299625913,-1.2270603248682574,1.3516542053317353
2023-2024,SAS,4.7008047771963835,0.974490679070382,0.974490679070382,0.974490679070382,0.792741144039703
2023-2024,TOR,2.158461352808509,-1.0471797064932935,-0.8207297606130175,-2.108163100380471,1.6137444973358228
2023-2024,TOR,4.4391818205361835,0.9221660877383426,0.9221660877383426,0.9221660877383426,0.792313440077329
2023-2024,UTA,0.3875902848203583,-0.22916301728786737,-0.3051482260448024,-1.1059848596320179,2.407048474996385
2023-2024,WAS,6.115164099052081,-0.13722658924125408,-0.4252193816047969,-0.005178129301582679,1.030935735261235
2023-2024,WAS,5.684507094238736,1.1712311424788533,1.1712311424788533,1.1712311424788533,0.7939970660373126
2024-2025,ATL,2.087295780599412,0.31404132287997166,-1.335535907468898,-0.4332146687382936,1.2322003850925864
2024-2025,ATL,3.292732554477468,-2.5335728870382286,-1.068016695027238,-0.9882797783395314,1.464505368351333
2024-2025,BKN,1.2871345757629116,-2.5030026053176386,-0.6209066508528112,-1.3404070885263484,2.155240668352466
2024-2025,BOS,3.801043474968487,-1.2490881593739576,-1.5893595347780614,-1.2015282563153096,1.3541933854838253
2024-2025,BOS,4.034698969079934,1.5724466572337485,1.5724466572337485,-1.937283727112166,0.9002560567072686
2024-2025,CHA,4.354484005108395,1.5189225782304807,0.7806430401804696,0.15888384118915333,0.8118502668730062
2024-2025,CHI,3.449770295798541,-2.06779062471903,-1.1840885660128748,1.0186292814262599,1.2157247723331726
2024-2025,CHI,3.868843775016948,0.8080984786344954,0.8080984786344954,0.8080984786344954,0.7911805939424632
2024-2025,CLE,1.6139123192434606,0.6849538170120932,-0.5223368519593459,-0.5514385767120249,1.0802564958741185
2024-2025,CLE,3.79297311758549,0.7929243471482041,0.7929243471482041,0.7929243471482041,0.7910042262890817
2024-2025,DAL,4.285809277010679,1.443948820361336,0.5282532122980399,1.443948820361336,0.7343672467273922
2024-2025,DEN,6.199370097018216,-0.6924694106149705,-0.8957737446310592,-1.2558252873715077,1.1528977785796615
2024-2025,DEN,4.817204984755412,1.7971558156975966,1.7971558156975966,-1.9625338905050267,0.8871102588306199
2024-2025,DET,5.2274279669248696,0.3670875395573976,-0.24311696109525105,-0.7013568335658018,1.0368106984072594
2024-2025,DET,4.932125204543535,1.7442072698545483,1.643453232276113,-1.7442467983495185,0.8889538486834866
2024-2025,GSW,3.996407732506649,1.036976187905164,-1.3320104243905608,1.0933358745110549,0.933431722802595
2024-2025,HOU,4.871251481309348,-0.9730505402611254,-0.9864121902688554,-1.297921205482468,1.2228527508283893
2024-2025,HOU,4.766961087154864,1.7102954968505464,1.7232364866310546,-1.935894370328242,0.895298529372924
2024-2025,IND,4.412462747409112,0.08745807876262202,-0.7820092322669163,-1.5508804180189326,1.1695895566235672
2024-2025,IND,4.798804652525352,1.943958346787932,1.943958346787932,-2.0835910894081238,0.8746945112152693
2024-2025,LAC,5.446755729903462,0.9129609749963947,-0.7123099100322667,0.6754986384188433,0.946390786296721
2024-2025,LAC,3.7643552122296353,1.6153683492429671,1.5833751973224608,-2.077187749189194,0.900712705339327
2024-2025,LAL,1.8228237003642156,-0.5460207351985322,-1.0482438652496286,-1.6555832240539976,1.5939623484172598
2024-2025,MEM,3.45524770510113,1.7468120637255038,1.2216478670581083,-1.9269745217926046,0.8995552886777701
2024-2025,MEM,3.730183607987042,0.780366445228514,0.780366445228514,0.780366445228514,0.7908528426320145
2024-2025,MIA,-1.1521885333210022,0.11079367781994431,-0.4108149917795574,-1.3860564727634053,1.4873669072039124
2024-2025,MIL,4.046286748308499,-0.5317605865454773,-1.1521330289329006,-0.8930204814349363,1.2122338789058535
2024-2025,MIL,4.133082961243749,0.8609463158798554,0.8609463158798554,0.8609463158798554,0.7917443060647149
2024-2025,MIN,8.456218837801307,-0.05835565464957604,-0.9710674321369712,-0.9942425337463536,1.079760878816241
2024-2025,MIN,6.1685095640601055,1.2680316364431263,1.2680316364431263,1.2680316364431263,0.7944680005312051
2024-2025,NOP,4.60836147569973,1.0623299152624646,1.0623299152624646,0.30348635192410445,0.8244047326113699
2024-2025,NYK,7.779372773074182,1.0233681611953331,0.7842698599588696,-1.4034448903886991,0.9826832148641039
2024-2025,NYK,7.39028877166324,1.5123874779637543,1.5123874779637543,1.5123874779637543,0.7953824394249143
2024-2025,OKC,2.695083604318431,-0.7238781974338351,-0.907882622151301,-1.4905468264246835,1.3860300228336995
2024-2025,OKC,4.17232640474278,0.8687950045796615,0.8687950045796615,0.8687950045796615,0.7918219376293407
2024-2025,ORL,1.8552437029859932,-0.7903970337411832,-0.9882894854031861,-0.8645528067447512,1.4746573813982775
2024-2025,PHI,3.4064986821486793,0.936020535840409,-0.6870416867886004,-0.6870416867886004,1.0428528253516995
2024-2025,PHX,-1.3800362360071183,-0.09802805230819978,-1.3581780818588638,0.12001330506059205,1.322509719940369
2024-2025,POR,2.6046514481948373,-1.5950961523516147,0.7169037588102507,0.3190989334150194,1.0715231835163113
2024-2025,POR,3.76681082191947,0.7876918880149999,0.7876918880149999,0.7876918880149999,0.790941762937631
2024-2025,SAC,4.741519557253587,-0.14705350084444557,-0.4771426152510445,-1.314427610272344,1.1362583540221602
2024-2025,SAC,4.802837730293862,0.9948972696898788,0.9948972696898788,0.9948972696898788,0.7928953212936652
2024-2025,SAS,1.7115010595032905,0.9405636250297178,-1.1326819677567093,-0.36745294928478955,1.1089189188928317
2024-2025,TOR,2.206316101563129,-2.3853517243237206,-2.533418731644687,-2.930954231833723,2.185410143151266
2024-2025,UTA,4.15455298312201,0.8732514530803401,0.8732514530803401,0.8732514530803401,0.7898591459122059
2024-2025,WAS,2.1002585035576073,-0.7437848979590793,-0.7955852039513172,-1.8987063490171154,1.5453995696874927
2024-2025,WAS,3.6386155731559717,0.7620528382623002,0.7620528382623002,0.7620528382623002,0.7906227119471545
