season,team,n_players,degree_centralization,edge_concentration_top5,edge_concentration_top10,modularity_Q,community_size_cv,minutes_gini,minutes_top1_share,minutes_top2_share,minutes_top3_share,minutes_assortativity,total_player_minutes,team_off_ppp,team_def_ppp,team_net_rating,salary_gini,salary_top1_share,salary_top2_share,salary_top3_share,salary_assortativity,n_salary_matched,n_players_thresholded
2020-2021,ORL,8,0.1380989556446178,0.3734459780077155,0.6362213721630342,0.2078501514303133,0.0,0.1625615763546798,0.1852764094143404,0.3631636562671046,0.4964422550629447,-0.0157649863103026,3654.0,104.99833518312984,112.38435072142065,-7.386015538290778,,,,,,,
2020-2021,PHI,10,0.1139424278482129,0.2932776371807579,0.5432913706790253,0.3742733059328105,0.0,0.3286015672091621,0.1830168776371308,0.3456148282097649,0.5064044605183846,0.7244136550870147,13272.0,116.25844107868488,106.43808644255634,9.820354636128542,0.2319970730669688,0.2920172045705588,0.5517410357788972,0.8028197295534413,-0.26257219015433475,5.0,5.0
2020-2021,PHI,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,6745.0,120.1,104.1,16.0,0.2319970730669688,0.2920172045705588,0.5517410357788972,0.8028197295534413,-0.26257219015433475,5.0,5.0
2020-2021,PHX,8,0.2587620362087526,0.4491641756263342,0.7911793423415482,0.0122215262545274,0.499999999875,0.3200853043815432,0.1975571927103528,0.3924647796303476,0.5862737495153161,-0.0169372096733445,15474.0,120.37587622355542,111.78721187243448,8.588664351120954,,,,,,,
2020-2021,PHX,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,7165.0,118.8,113.3,5.5,,,,,,,
2020-2021,POR,9,0.1787444365335878,0.2914266768411846,0.5258848060609045,0.1435597794392924,0.1111111110864197,0.2414079500340526,0.2019733891463597,0.3836896397069816,0.5041859769771266,-0.071009050933785,13378.0,119.69548524706718,111.83370067543548,7.861784571631716,0.26391576559233343,0.29799557422160994,0.57457635584254,0.6960180855796282,0.14863249944072507,6.0,8.0
2020-2021,POR,8,0.1428571428571428,0.3846153845857988,0.6718856364357229,0.2462203904519126,0.2499999999375,0.1851769911504424,0.2,0.4,0.5156342182890856,0.0121170889315195,6780.0,122.0575221238938,107.45132743362832,14.606194690265482,0.26391576559233343,0.29799557422160994,0.57457635584254,0.6960180855796282,0.14863249944072507,6.0,8.0
2020-2021,SAC,6,0.1878776870274028,0.488626047097686,0.7959350545844707,-4.440892098500626e-16,0.0,0.1358646519436911,0.2080588919023634,0.4041069352963968,0.598411468423092,-0.041735766983619,10324.0,118.93733705772812,114.80940409683426,4.127932960893872,0.3589891446552282,0.33922610006838955,0.6443134134048906,0.7674095624445537,-0.005321780809571184,6.0,6.0
2020-2021,SAC,6,0.1999999999999999,0.4999999999500001,0.8025142856340346,2.220446049250313e-16,0.0,0.1337523809523809,0.1999999999999999,0.3999999999999999,0.6,-0.1692018914880014,8750.0,121.75565714285716,114.59874285714284,7.1569142857142936,0.3589891446552282,0.33922610006838955,0.6443134134048906,0.7674095624445537,-0.005321780809571184,6.0,6.0
2020-2021,SAS,10,0.1695565457725423,0.3003350110177217,0.5539585372333496,0.2063370668588276,0.39999999992,0.2981165203511572,0.1832402234636871,0.3573822825219473,0.509098164405427,0.2848418729016574,12530.0,112.46043869956914,113.38397963180572,-0.9235409322365769,0.4464082272562969,0.4980948751647248,0.7546121714709854,0.9000878238658803,-0.03476041931040776,5.0,5.0
2020-2021,SAS,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,3440.0,118.5,111.8,6.700000000000003,0.4464082272562969,0.4980948751647248,0.7546121714709854,0.9000878238658803,-0.03476041931040776,5.0,5.0
2020-2021,TOR,7,0.222504601951684,0.4202870445723187,0.688546697887319,4.440892098500626e-16,0.0,0.2167803359729024,0.212431912848446,0.4085229093239346,0.6046139057994233,-0.0523675838984274,6242.0,118.1759426847662,109.49871794871794,8.67722473604826,,,,,,,
2020-2021,UTA,10,0.1399700785448027,0.2529517064113009,0.4398505107070017,0.073400914223581,0.19999999996,0.2479492452756973,0.1557952737573241,0.3059252648325637,0.4474797252725933,0.1747892629459315,25771.0,119.97655105973028,107.16778420038534,12.808766859344942,0.3828443027198196,0.27213368937512555,0.4892252617588924,0.6285173641672095,-0.007355954499621067,9.0,9.0
2020-2021,UTA,9,0.12870403659373,0.3473117761687472,0.5762132399412006,0.1577558355419807,0.1111111110864197,0.2173087660524846,0.1542713567839196,0.3085427135678392,0.4559463986599664,0.4293079078649278,11940.0,119.33567839195982,107.84346733668342,11.4922110552764,0.3828443027198196,0.27213368937512555,0.4892252617588924,0.6285173641672095,-0.007355954499621067,9.0,9.0
2020-2021,WAS,9,0.1596049948924013,0.3169038769523352,0.5192924360763088,0.1731023853203296,0.1111111110864197,0.2515075609982373,0.1923183968828277,0.3740606735318675,0.5558029501809073,0.1606725543189133,7186.0,109.94869739478956,116.12685370741484,-6.178156312625276,,,,,,,
2021-2022,ATL,11,0.1496357970321147,0.2569949941686972,0.4557302101692056,0.2305779358883596,0.2727272726776859,0.3237614527898172,0.1704888352444176,0.335908267954134,0.4782739891369946,0.4000734272228486,16570.0,120.11258971291866,111.40855263157896,8.704037081339706,,,,,,,
2021-2022,BKN,7,0.1678820937236805,0.4243765342047748,0.7389184016443894,0.0103510298501793,0.4285714284489796,0.2026347305389222,0.2311377245508982,0.4196407185628742,0.6033532934131737,-0.2069338077442381,4175.0,114.88341143392692,107.76663542642925,7.116776007497663,,,,,,,
2021-2022,BOS,7,0.1570050562352092,0.363737566358063,0.6947623895672241,0.0139706582677777,0.4285714284489796,0.175531914893617,0.2113932738503774,0.3837508579272477,0.5466712422786548,-0.0274855611041317,11656.0,118.91599025974024,103.44955357142857,15.466436688311704,0.2547082917740749,0.28843333035562685,0.5655406680265589,0.820380450311329,0.288559869263908,5.0,5.0
2021-2022,BOS,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,4535.0,119.1,94.8,24.3,0.2547082917740749,0.28843333035562685,0.5655406680265589,0.820380450311329,0.288559869263908,5.0,5.0
2021-2022,CHA,8,0.2326059040441743,0.3971173587534652,0.6322020056243244,0.0052318038683359,0.499999999875,0.2700444292549555,0.2017088174982911,0.3911141490088858,0.5759398496240602,0.0467570762145234,14630.0,114.68983395459166,113.06709589969503,1.6227380548966297,,,,,,,
2021-2022,CHA,6,0.2,0.4999999999499999,0.8150134047442358,0.0,0.0,0.1358355674709561,0.2,0.4,0.6000000000000001,-0.2381007908474172,7460.0,112.98203753351208,109.81112600536194,3.1709115281501283,,,,,,,
2021-2022,CHI,8,0.2156149876185898,0.3639508009207574,0.5978601181605497,0.0139839709287702,0.2499999999375,0.2564439492052812,0.2012446388024556,0.3966024724581616,0.5880918341602892,0.0558713713951607,11891.0,113.55162055335968,111.43391304347826,2.117707509881413,,,,,,,
2021-2022,CLE,6,0.1918567105526994,0.4804057781119044,0.8800068119451723,0.0,0.0,0.17255427640225,0.2245702570572465,0.4292698312568996,0.6194606528938654,0.0061361949583337,6341.0,115.3070926966292,106.2810393258427,9.026053370786514,,,,,,,
2021-2022,DAL,8,0.2278532787366068,0.379536561290982,0.6424514187850026,0.0414276965361188,0.499999999875,0.2708666666666666,0.2,0.4,0.5656533333333333,0.1731867838257745,9375.0,115.59178666666666,112.95536,2.636426666666665,0.270333840694941,0.30279710038427743,0.5808423474348197,0.841441677249643,-0.1909313683261525,5.0,5.0
2021-2022,DAL,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,3540.0,128.0,113.3,14.700000000000005,0.270333840694941,0.30279710038427743,0.5808423474348197,0.841441677249643,-0.1909313683261525,5.0,5.0
2021-2022,DEN,9,0.2337632319409493,0.4040271518266108,0.727617528211142,0.1237684360515128,0.3333333332592592,0.3440594749909337,0.1915641476274165,0.3734622144112478,0.5544187798142104,0.3193753724020063,15932.0,119.4684981684982,110.27161172161172,9.196886446886468,0.3140231997210304,0.40201583572577315,0.6182276670683036,0.8241080454955448,-0.19052028945474087,5.0,5.0
2021-2022,DEN,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,7815.0,122.9,112.9,10.0,0.3140231997210304,0.40201583572577315,0.6182276670683036,0.8241080454955448,-0.19052028945474087,5.0,5.0
2021-2022,DET,8,0.2001867330016765,0.3449088269788878,0.5928999358632485,0.0040083096440062,0.499999999875,0.252237532262093,0.2084755640662725,0.3930563649987511,0.5634002164682375,-0.1212375882967324,12011.0,102.91198083067091,114.333785942492,-11.4218051118211,0.3668930277390879,0.4079087703699474,0.6128597560602569,0.7619317776277768,-0.2517220611043872,6.0,6.0
2021-2022,DET,6,0.2,0.4999999999499998,0.8050139274961001,-4.440892098500626e-16,0.0,0.1341689879294335,0.2,0.4000000000000001,0.6000000000000002,-0.2498342884812829,5385.0,105.86685236768804,112.34233983286909,-6.475487465181047,0.3668930277390879,0.4079087703699474,0.6128597560602569,0.7619317776277768,-0.2517220611043872,6.0,6.0
2021-2022,GSW,7,0.2101651418179028,0.4280323704011144,0.727381449239173,0.0098454508332959,0.4285714284489796,0.2165474974463739,0.2086312563840653,0.4034729315628192,0.5978038815117467,-0.0829702187129167,7832.0,111.78824969400245,105.68610771113832,6.102141982864126,0.4180738414017925,0.42106314268717604,0.7115095521741227,0.9324914087640356,-0.27896183346235875,5.0,5.0
2021-2022,GSW,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,3695.0,111.6,104.0,7.599999999999994,0.4180738414017925,0.42106314268717604,0.7115095521741227,0.9324914087640356,-0.27896183346235875,5.0,5.0
2021-2022,HOU,9,0.1993235382909611,0.3572867946976276,0.5944661585743326,0.0810960395050736,0.3333333332592592,0.2864357864357864,0.1777983920841064,0.3510358688930118,0.5140692640692642,0.1531710948117888,12936.0,105.70890538033396,115.00571428571432,-9.296808905380374,0.4100269437789654,0.41239303823618156,0.7217456168003981,0.9252890452723982,0.004754607088494597,5.0,5.0
2021-2022,HOU,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,3655.0,112.6,110.4,2.1999999999999886,0.4100269437789654,0.41239303823618156,0.7217456168003981,0.9252890452723982,0.004754607088494597,5.0,5.0
2021-2022,IND,6,0.1478125396946413,0.397925806942399,0.7362320510192025,2.220446049250313e-16,0.0,0.1074959760864565,0.2055644975856518,0.4111289951713037,0.5985283973327202,0.0350448450984999,4349.0,111.13477851083884,112.72789820923656,-1.593119698397743,,,,,,,
2021-2022,LAC,9,0.1985475525172148,0.3242910254178726,0.5526160571594596,0.0770425486339843,0.4714045206338969,0.240262052268034,0.1827600939970091,0.3655201879940183,0.5091860713522751,0.0775842468093061,9362.0,109.08121212121212,112.70343434343437,-3.62222222222222,,,,,,,
2021-2022,LAL,8,0.1586078924535644,0.2831966134310235,0.512665592230296,0.0420590390904548,0.2499999999375,0.1665144133170929,0.1948842874543239,0.368250101502233,0.5103532277710109,-0.0201915472091287,4926.0,111.28022388059702,110.81194029850748,0.4682835820895548,,,,,,,
2021-2022,MEM,9,0.1802946011754171,0.3006826895819277,0.5224269933604986,0.0812460818993993,0.2721655268851868,0.2374578894655375,0.1873804971319312,0.3569152326322499,0.5151597924064465,0.0816183719109,10983.0,117.3329401485365,110.01227610310178,7.320664045434711,,,,,,,
2021-2022,MIA,9,0.1804983755047007,0.3190368848784675,0.5844151248691527,0.1410564952150909,0.1111111110864197,0.2679486462817,0.1817876907596847,0.3457990944155626,0.4982391413717927,0.3429004801129438,11926.0,114.26803245436106,103.977322515213,10.290709939148073,0.24836720774211135,0.31686583841526156,0.5641172123302005,0.8015200572340142,-0.1935592177451073,5.0,5.0
2021-2022,MIA,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,4180.0,111.1,98.2,12.899999999999991,0.24836720774211135,0.31686583841526156,0.5641172123302005,0.8015200572340142,-0.1935592177451073,5.0,5.0
2021-2022,MIL,6,0.1167829743523109,0.4342307443609714,0.8372004410677992,3.3306690738754696e-16,0.0,0.1196030003658982,0.1995060373216245,0.398463227222832,0.5795828759604831,-0.1386690950582266,7288.0,117.86566303651504,109.18212684176812,8.683536194746935,0.35890779126072336,0.34701677971393313,0.6601214962722283,0.9258930086080513,-0.15412765062388747,5.0,5.0
2021-2022,MIL,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,3680.0,116.7,108.9,7.799999999999997,0.35890779126072336,0.34701677971393313,0.6601214962722283,0.9258930086080513,-0.15412765062388747,5.0,5.0
2021-2022,MIN,7,0.1780106603837296,0.3599744990867045,0.6628219628529681,0.003088029950252,0.4285714284489796,0.1532318666651712,0.188819973306116,0.3759126952971657,0.5350553505535056,0.0098984803833434,12737.0,117.82152140672784,111.27335626911317,6.548165137614674,0.3327884182220819,0.3507746953338474,0.6834058719435303,0.8421213529321904,-0.2442006887165852,5.0,5.0
2021-2022,MIN,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,4495.0,120.7,107.8,12.900000000000006,0.3327884182220819,0.3507746953338474,0.6834058719435303,0.8421213529321904,-0.2442006887165852,5.0,5.0
2021-2022,NOP,9,0.2040431893908945,0.331005772628527,0.5830865528548631,0.0931810184709625,0.5555555554320988,0.2843084948722508,0.1911790858972079,0.3672416859327761,0.5358349635425931,0.0754435851937629,11246.0,116.87955145118735,109.09753737906772,7.7820140721196225,0.3841320115795883,0.5246386719793191,0.7738918027766799,0.9697335484031777,-0.18873141523269069,4.0,5.0
2021-2022,NOP,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,3445.0,114.9,102.3,12.600000000000009,0.3841320115795883,0.5246386719793191,0.7738918027766799,0.9697335484031777,-0.18873141523269069,4.0,5.0
2021-2022,NYK,10,0.1890946300427377,0.3324700624720436,0.5653377755286212,0.1814149522472408,0.19999999996,0.3449179095124702,0.178907131219451,0.3541797217696453,0.5243138237874421,0.3804377456366248,15958.0,112.491977333731,113.2775424992544,-0.7855651655234226,0.2954611045696021,0.3016735844888828,0.5628628329520311,0.7081537067745557,-0.10495028311169524,6.0,6.0
2021-2022,NYK,6,0.2,0.4999999999500001,0.8024347825284524,-2.220446049250313e-16,0.0,0.1337391304347826,0.2,0.4000000000000001,0.6000000000000002,-0.2173469256762389,8625.0,110.37304347826088,116.1805217391304,-5.807478260869544,0.2954611045696021,0.3016735844888828,0.5628628329520311,0.7081537067745557,-0.10495028311169524,6.0,6.0
2021-2022,OKC,7,0.2314817046835608,0.4348045622334616,0.7643874946429641,2.220446049250313e-16,0.0,0.2018788252597619,0.2045831949518432,0.389239455330455,0.5738957157090668,0.1886133136798569,6022.0,100.35232558139532,120.48317373461012,-20.130848153214785,0.2678702008578229,0.33679818875918616,0.645897257541442,0.7872445054170908,-0.16926549983406236,5.0,5.0
2021-2022,OKC,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,2665.0,95.7,113.3,-17.599999999999994,0.2678702008578229,0.33679818875918616,0.645897257541442,0.7872445054170908,-0.16926549983406236,5.0,5.0
2021-2022,ORL,9,0.1827376295213781,0.3438664792878342,0.5862532182155317,0.0972189434897036,0.3333333332592592,0.2747698398969804,0.1746237675142709,0.3460473966441792,0.505275903822868,0.2056270900595013,11562.0,105.22239627434377,108.86689246401356,-3.644496189669781,0.1374575361212317,0.2562293981613213,0.4904974381434073,0.713691718477674,0.3338915735010533,5.0,5.0
2021-2022,ORL,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,4420.0,102.3,103.5,-1.2000000000000028,0.1374575361212317,0.2562293981613213,0.4904974381434073,0.713691718477674,0.3338915735010533,5.0,5.0
2021-2022,PHI,8,0.2445901013671313,0.3923453103225525,0.6446812003932249,0.0127881160242643,0.499999999875,0.267789740070344,0.197220554173458,0.394441108346916,0.5811958479883332,0.0352618158618749,11657.0,115.89262597296188,108.55997541990988,7.332650553051991,0.3974170807861569,0.37766231543606427,0.6844566308523552,0.9536085031133752,-0.05598121850837672,5.0,5.0
2021-2022,PHI,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,3300.0,123.3,103.0,20.3,0.3974170807861569,0.37766231543606427,0.6844566308523552,0.9536085031133752,-0.05598121850837672,5.0,5.0
2021-2022,PHX,9,0.1667568158497743,0.3238291172100708,0.6098937361749942,0.1976521680036674,0.1111111110864197,0.3090808479783235,0.1988093193657336,0.3755795981452859,0.5348331329784188,0.474751722185824,17469.0,118.26972299168972,108.695567867036,9.574155124653728,,,,,,,
2021-2022,PHX,5,0.0,0.49999999995,0.9999999999,0.0,0.0,0.0,0.2,0.4,0.6000000000000001,1.0,7720.0,118.29999999999998,110.20000000000002,8.099999999999966,,,,,,,
