season,team_A,exp_round_A,RRS_A,team_B,exp_round_B,RRS_B
2020-2021,IND,0.12971773950021892,10.719426086393687,IND,0.12971773950021892,0.7908206608083383
2021-2022,WAS,0.07402790146680192,7.71353191428788,WAS,0.07402790146680192,0.7917547419887132
