Team,PG,SG,SF,PF,C,Poss,Diff Rank,Diff,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
IND,Andrew Nembhard,Bennedict Mathurin,Aaron Nesmith,Pascal Siakam,Myles Turner,118,69,+11.9,29,111.9,42,55.7%,14,17.8%,34,23.5%,91,26.0,92,100.0,96,46.2%,33,12.3%,42,28.8%,94,9.2
CHI,Josh Giddey,Ayo Dosunmu,Zach LaVine,Patrick Williams,Nikola Vucevic,118,11,-15.9,11,104.2,43,55.8%,42,14.4%,5,16.7%,51,17.9,25,120.2,38,55.9%,91,18.3%,16,32.7%,41,17.8
UTA,Isaiah Collier,Johnny Juzang,Brice Sensabaugh,Kenyon Martin Jr.,Kyle Filipowski,118,24,-7.4,68,122.0,75,60.5%,23,16.1%,42,25.0%,37,16.2,8,129.4,19,58.8%,5,8.4%,9,34.4%,44,17.5
DEN,Jamal Murray,Christian Braun,Julian Strawther,Aaron Gordon,Nikola Jokic,118,92,+25.2,98,140.7,95,64.4%,23,16.1%,99,43.5%,97,30.8,40,115.5,67,52.7%,29,12.1%,53,27.0%,33,19.1
CHI,Josh Giddey,Ayo Dosunmu,Zach LaVine,Julian Phillips,Nikola Vucevic,117,53,+4.8,73,123.9,100,71.3%,2,20.5%,29,23.1%,68,20.2,28,119.1,67,52.6%,1,7.0%,67,25.0%,69,13.9
PHI,Tyrese Maxey,Paul George,Caleb Martin,Kelly Oubre,Joel Embiid,117,18,-10.6,8,100.9,5,47.8%,49,13.7%,17,20.4%,98,32.6,56,111.5,26,57.5%,100,26.5%,2,38.2%,88,11.0
IND,TJ McConnell,Ben Sheppard,Bennedict Mathurin,Pascal Siakam,Thomas Bryant,117,83,+18.0,71,123.1,63,58.4%,71,12.0%,52,26.3%,58,18.7,80,105.1,64,53.0%,75,16.1%,58,25.9%,39,18.0
DAL,Luka Doncic,Kyrie Irving,Naji Marshall,Klay Thompson,Daniel Gafford,117,38,-0.6,51,117.9,88,62.5%,71,12.0%,5,16.7%,59,18.8,29,118.6,55,54.4%,1,7.1%,59,25.8%,95,8.8
WAS,Carlton Carrington,Kyshawn George,Bilal Coulibaly,Corey Kispert,Alexandre Sarr,117,7,-20.7,51,117.9,67,59.4%,71,12.0%,3,15.4%,50,17.8,1,138.7,17,59.0%,12,10.1%,6,35.0%,1,30.6
DET,Cade Cunningham,Malik Beasley,Ausar Thompson,Tobias Harris,Jalen Duren,116,4,-25.5,16,106.0,41,55.6%,49,13.8%,37,24.0%,17,13.1,5,131.6,5,63.5%,77,16.7%,8,34.7%,6,26.0
BOS,Payton Pritchard,Derrick White,Jayson Tatum,Sam Hauser,Luke Kornet,116,93,+25.9,94,132.8,79,61.1%,70,12.1%,57,27.3%,22,14.2,75,106.9,73,51.8%,57,14.7%,57,26.2%,98,7.1
NYK,Jalen Brunson,Miles McBride,Mikal Bridges,Precious Achiuwa,Karl-Anthony Towns,116,27,-5.8,23,109.5,9,49.6%,58,12.9%,84,33.8%,13,12.3,41,115.3,10,61.3%,54,14.4%,43,28.6%,89,10.8
WAS,Carlton Carrington,Kyshawn George,Bilal Coulibaly,Khris Middleton,Alexandre Sarr,115,55,+6.2,42,115.7,40,55.5%,58,13.0%,23,21.8%,79,22.0,65,109.5,12,60.2%,86,17.2%,63,25.5%,100,2.9
CHI,Josh Giddey,Coby White,Lonzo Ball,Ayo Dosunmu,Nikola Vucevic,115,7,-20.9,12,104.3,27,53.5%,48,13.9%,40,24.6%,11,11.9,11,125.2,9,61.7%,17,10.8%,53,27.1%,99,6.5
SAS,Stephon Castle,Blake Wesley,Julian Champagnie,Keldon Johnson,Sandro Mamukelashvili,114,0,-46.8,4,98.2,3,45.5%,3,20.2%,95,37.9%,73,21.0,0,145.0,3,66.0%,43,13.5%,10,34.0%,27,19.8
IND,TJ McConnell,Ben Sheppard,Jarace Walker,Pascal Siakam,Thomas Bryant,113,46,+2.2,62,120.4,68,59.5%,92,9.7%,28,22.9%,44,17.0,30,118.2,21,58.2%,26,11.8%,36,29.2%,44,17.5
MIA,Terry Rozier,Tyler Herro,Jaime Jaquez Jr.,Nikola Jovic,Kel'el Ware,113,8,-19.4,47,116.8,24,52.7%,92,9.7%,29,23.0%,10,11.5,2,136.2,8,62.2%,9,9.5%,13,33.3%,39,18.0
MIL,AJ Green,Gary Trent Jr.,Khris Middleton,Giannis Antetokounmpo,Bobby Portis,112,98,+34.1,99,141.1,95,65.3%,95,8.9%,1,14.0%,96,30.6,74,107.0,79,51.0%,60,14.8%,79,22.6%,37,18.6
ATL,Trae Young,Dyson Daniels,Zaccharie Risacher,DeAndre Hunter,Onyeka Okongwu,112,24,-7.8,74,124.1,97,67.0%,13,17.9%,63,28.6%,21,13.8,5,131.9,0,72.2%,73,15.9%,98,17.6%,5,26.1
WAS,Jordan Poole,Carlton Carrington,Kyshawn George,Bilal Coulibaly,Richaun Holmes,112,23,-7.9,24,109.8,49,56.9%,33,15.2%,25,22.4%,3,7.9,33,117.7,48,55.0%,73,15.9%,11,33.9%,9,24.0
PHX,Tyus Jones,Devin Booker,Bradley Beal,Royce O'Neale,Mason Plumlee,112,4,-24.7,34,113.4,45,56.3%,43,14.3%,5,16.7%,73,21.1,1,138.1,7,62.6%,10,9.7%,18,32.1%,15,22.4
GSW,Stephen Curry,Gary Payton II,Buddy Hield,Jonathan Kuminga,Kevon Looney,112,91,+24.1,78,125.9,74,60.4%,77,11.6%,46,25.4%,12,12.3,88,101.8,90,47.8%,92,18.8%,4,36.2%,4,26.9
POR,Scoot Henderson,Shaedon Sharpe,Toumani Camara,Deni Avdija,Duop Reath,112,68,+11.8,96,135.7,92,63.5%,43,14.3%,88,35.3%,67,20.2,15,123.9,1,69.0%,73,15.9%,67,25.0%,13,23.0
DEN,Russell Westbrook,Christian Braun,Peyton Watson,Aaron Gordon,Nikola Jokic,111,55,+6.3,79,126.1,98,67.5%,18,17.1%,22,21.6%,99,33.7,26,119.8,29,57.1%,35,12.6%,82,22.0%,25,20.2
HOU,Jalen Green,Dillon Brooks,Tari Eason,Jabari Smith Jr.,Alperen Sengun,111,17,-11.1,6,100.0,21,52.2%,0,27.0%,98,43.1%,39,16.3,59,111.1,39,55.9%,48,13.9%,100,9.8%,54,16.0
UTA,Keyonte George,Collin Sexton,Lauri Markkanen,John Collins,Kyle Filipowski,111,15,-12.2,45,116.2,75,60.4%,42,14.4%,36,23.9%,72,20.9,8,128.4,2,66.1%,69,15.6%,76,23.1%,2,28.7
TOR,Davion Mitchell,Ochai Agbaji,RJ Barrett,Scottie Barnes,Jakob Poeltl,110,96,+33.2,54,118.2,65,58.9%,29,15.5%,42,25.0%,73,21.1,100,85.0,98,43.7%,73,15.9%,91,20.3%,70,13.7
PHI,Quentin Grimes,Jared Butler,Lonnie Walker,Marcus Bagley,Adem Bona,110,33,-3.0,29,111.8,60,58.2%,29,15.5%,47,25.5%,47,17.4,45,114.8,55,54.3%,77,16.7%,3,37.9%,86,11.5
OKC,Shai Gilgeous-Alexander,Isaiah Joe,Luguentz Dort,Jalen Williams,Chet Holmgren,110,39,-0.2,64,120.9,44,56.1%,73,11.8%,54,26.8%,22,14.2,22,121.1,9,61.5%,69,15.6%,41,28.9%,64,14.6
ORL,Anthony Black,Kentavious Caldwell-Pope,Franz Wagner,Paolo Banchero,Goga Bitadze,109,9,-18.1,5,99.1,7,49.0%,15,17.4%,73,30.4%,18,13.4,35,117.1,36,56.5%,40,13.3%,49,27.7%,30,19.4
LAC,Kris Dunn,Kevin Porter,Amir Coffey,Nicolas Batum,Ivica Zubac,109,60,+8.3,20,108.3,54,57.5%,5,19.3%,80,32.7%,0,3.0,92,100.0,66,52.7%,91,18.5%,99,15.4%,76,13.2
MIL,Damian Lillard,AJ Green,Gary Trent Jr.,Giannis Antetokounmpo,Brook Lopez,108,82,+17.7,78,125.9,86,62.0%,48,13.9%,10,18.8%,86,23.9,70,108.3,94,46.8%,13,10.1%,17,32.4%,80,12.6
LAC,James Harden,Kris Dunn,Bogdan Bogdanovic,Kawhi Leonard,Ivica Zubac,108,78,+15.6,80,126.9,71,59.8%,99,7.4%,28,22.9%,28,14.7,58,111.2,37,56.0%,80,16.8%,67,25.0%,36,18.7
NOP,Dejounte Murray,CJ McCollum,Trey Murphy III,Zion Williamson,Yves Missi,108,75,+13.7,90,130.6,71,59.8%,97,8.3%,39,24.4%,99,33.7,36,116.8,49,54.9%,80,16.8%,1,38.6%,80,12.7
TOR,Davion Mitchell,Ochai Agbaji,Gradey Dick,Scottie Barnes,Jakob Poeltl,107,20,-9.5,13,104.7,20,52.1%,4,19.6%,88,35.2%,29,14.9,47,114.2,81,50.5%,32,12.3%,37,29.1%,0,31.9
IND,Tyrese Haliburton,Andrew Nembhard,Bennedict Mathurin,Pascal Siakam,Thomas Bryant,107,47,+2.4,72,123.4,52,57.4%,99,7.5%,86,34.0%,86,24.2,23,121.0,22,58.2%,62,15.0%,31,29.8%,36,18.7
SAC,Keon Ellis,Malik Monk,Kevin Huerter,Trey Lyles,Domantas Sabonis,107,11,-16.5,57,118.7,25,52.8%,57,13.1%,82,33.3%,31,15.1,3,135.2,8,62.1%,84,17.1%,31,29.8%,32,19.2
POR,Scoot Henderson,Shaedon Sharpe,Toumani Camara,Jerami Grant,Deandre Ayton,107,58,+7.0,39,115.0,24,52.7%,8,18.7%,100,44.2%,90,25.5,70,107.9,77,51.2%,38,12.9%,98,17.8%,1,30.5
BOS,Jrue Holiday,Derrick White,Jayson Tatum,Al Horford,Neemias Queta,106,91,+24.3,92,131.1,86,62.0%,98,7.5%,53,26.5%,30,15.0,76,106.8,88,48.1%,56,14.6%,29,30.0%,97,7.5
NYK,Cameron Payne,Miles McBride,Mikal Bridges,OG Anunoby,Karl-Anthony Towns,106,96,+31.9,97,139.6,87,62.4%,96,8.5%,82,33.3%,12,11.9,72,107.7,74,51.6%,34,12.5%,91,20.4%,46,17.2
MEM,Ja Morant,Desmond Bane,Jaylen Wells,Santi Aldama,Zach Edey,106,13,-13.8,10,102.8,9,49.5%,19,17.0%,90,35.7%,5,10.0,37,116.7,61,53.6%,57,14.7%,37,29.1%,58,15.5
DET,Jaden Ivey,Malik Beasley,Tim Hardaway Jr.,Tobias Harris,Jalen Duren,105,7,-20.0,14,104.8,17,51.7%,6,19.0%,71,30.0%,82,23.0,13,124.8,18,58.8%,28,11.9%,8,34.7%,99,6.9
WAS,Carlton Carrington,Kyshawn George,Bilal Coulibaly,Corey Kispert,Jonas Valanciunas,105,9,-19.0,53,118.1,76,60.7%,3,20.0%,48,25.6%,91,26.2,1,137.1,3,64.6%,15,10.5%,10,34.1%,52,16.2
PHX,Devin Booker,Bradley Beal,Royce O'Neale,Kevin Durant,Nick Richards,105,63,+9.6,53,118.1,34,54.6%,100,6.7%,34,23.5%,47,17.3,68,108.5,82,50.5%,63,15.1%,63,25.4%,61,15.2
ATL,Trae Young,Dyson Daniels,Caris LeVert,Zaccharie Risacher,Onyeka Okongwu,105,12,-15.1,17,106.7,29,54.0%,6,19.0%,86,34.1%,63,19.3,20,121.8,42,55.7%,28,11.9%,74,23.5%,3,28.4
PHX,Devin Booker,Bradley Beal,Grayson Allen,Kevin Durant,Mason Plumlee,103,43,+1.3,96,135.9,96,65.7%,64,12.6%,3,15.4%,97,31.4,4,134.7,12,60.2%,12,9.9%,31,29.8%,7,25.8
IND,Tyrese Haliburton,Andrew Nembhard,Bennedict Mathurin,Obi Toppin,Pascal Siakam,103,84,+18.5,76,125.2,43,55.9%,97,7.8%,54,26.8%,42,16.7,76,106.7,55,54.4%,96,20.2%,22,31.2%,76,13.2
SAS,Stephon Castle,Devin Vassell,Julian Champagnie,Keldon Johnson,Jeremy Sochan,103,82,+17.5,84,128.2,48,56.9%,50,13.6%,63,28.6%,100,37.9,61,110.7,92,47.4%,91,18.4%,1,38.9%,8,25.3
DEN,Jalen Pickett,Christian Braun,Michael Porter,Aaron Gordon,Nikola Jokic,102,93,+27.0,99,144.1,90,63.1%,95,8.8%,79,32.0%,41,16.5,35,117.1,41,55.7%,0,4.8%,99,17.3%,49,16.7
PHX,Tyus Jones,Devin Booker,Royce O'Neale,Kevin Durant,Nick Richards,102,3,-26.6,24,109.8,33,54.4%,20,16.7%,71,30.0%,23,14.3,2,136.4,1,69.1%,21,11.1%,90,20.5%,73,13.5
CLE,Ty Jerome,Sam Merrill,DeAndre Hunter,Dean Wade,Evan Mobley,102,89,+22.5,87,129.4,86,62.1%,1,20.6%,97,42.2%,72,20.9,75,106.9,95,46.7%,77,16.7%,21,31.5%,4,26.4
CLE,Darius Garland,Donovan Mitchell,Max Strus,Dean Wade,Jarrett Allen,102,63,+9.6,95,134.3,33,54.4%,91,9.8%,100,48.2%,87,24.3,13,124.8,5,63.4%,90,17.8%,2,38.1%,96,8.6
IND,TJ McConnell,Ben Sheppard,Bennedict Mathurin,Obi Toppin,Pascal Siakam,101,45,+2.2,64,120.8,30,54.0%,84,10.9%,91,36.0%,31,15.2,29,118.6,25,57.7%,70,15.7%,83,21.7%,2,28.6
PHX,Tyus Jones,Grayson Allen,Royce O'Neale,Kevin Durant,Mason Plumlee,101,98,+35.6,100,153.5,100,75.8%,35,14.9%,52,26.5%,58,18.7,32,117.8,68,52.4%,19,10.9%,78,22.6%,86,11.7
WAS,Jordan Poole,Carlton Carrington,Kyshawn George,Justin Champagnie,Alexandre Sarr,101,49,+3.0,11,103.0,9,50.0%,25,15.8%,54,26.8%,16,13.0,92,100.0,87,48.3%,45,13.6%,41,28.8%,25,20.0
LAL,Austin Reaves,Max Christie,Dorian Finney-Smith,LeBron James,Anthony Davis,101,96,+32.6,79,126.7,99,70.5%,13,17.8%,1,12.5%,83,23.1,97,94.2,92,47.2%,36,12.6%,85,21.4%,75,13.3
LAL,Austin Reaves,Max Christie,Rui Hachimura,LeBron James,Jaxson Hayes,100,56,+6.5,93,132.0,91,63.4%,82,11.0%,68,29.5%,30,15.1,11,125.5,25,57.7%,7,8.8%,47,28.0%,50,16.5
DEN,Russell Westbrook,Jamal Murray,Christian Braun,Michael Porter,DeAndre Jordan,100,45,+2.0,17,107.0,45,56.3%,1,21.0%,42,25.0%,6,10.3,81,105.0,78,51.1%,83,17.0%,33,29.6%,78,13.0
