Team,PG,SG,SF,PF,C,Poss,Diff Rank,Diff,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
League Averages,,,,,,,,,,112.8,,54.1%,,13.8%,,25.1%,,19.1,,112.8,,54.1%,,13.8%,,25.1%,,19.1
PHX,Chris Paul,Devin Booker,Mikal Bridges,Jae Crowder,Deandre Ayton,1433,55,+5.5,66,118.8,68,58.1%,74,11.9%,25,20.7%,48,17.3,42,113.3,37,55.6%,67,14.6%,44,24.6%,38,18.2
PHI,Ben Simmons,Seth Curry,Danny Green,Tobias Harris,Joel Embiid,1349,82,+16.0,72,120.1,68,58.1%,58,13.0%,27,21.0%,91,25.8,81,104.1,76,50.8%,61,14.0%,51,23.8%,58,15.3
NOP,Eric Bledsoe,Lonzo Ball,Brandon Ingram,Zion Williamson,Steven Adams,1260,46,+2.8,61,117.5,62,57.2%,53,13.6%,75,29.5%,31,15.7,38,114.7,32,56.5%,35,12.2%,49,24.0%,87,11.1
UTA,Mike Conley,Donovan Mitchell,Royce O'Neale,Bojan Bogdanovic,Rudy Gobert,1214,75,+11.4,54,115.7,52,55.9%,55,13.4%,64,27.0%,68,20.0,78,104.4,90,48.3%,17,10.5%,36,25.8%,87,11.1
MIL,Jrue Holiday,Donte DiVincenzo,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,1141,72,+10.3,65,118.5,79,59.8%,57,13.3%,38,23.0%,34,16.0,63,108.2,31,56.5%,48,13.0%,83,19.0%,91,10.6
NYK,Elfrid Payton,Reggie Bullock,RJ Barrett,Julius Randle,Nerlens Noel,1111,32,-4.4,36,109.8,43,54.4%,51,13.7%,44,23.8%,38,16.4,40,114.2,41,54.9%,55,13.7%,30,26.5%,40,17.8
MEM,Ja Morant,Grayson Allen,Dillon Brooks,Kyle Anderson,Jonas Valanciunas,985,67,+8.2,59,117.0,47,55.0%,77,11.7%,62,26.6%,61,18.8,61,108.7,64,52.2%,34,12.2%,72,20.9%,39,18.0
SAC,De'Aaron Fox,Buddy Hield,Harrison Barnes,Marvin Bagley,Richaun Holmes,886,64,+7.7,77,122.2,77,59.6%,79,11.5%,58,25.8%,29,15.5,39,114.5,30,56.6%,44,12.7%,59,22.4%,59,15.3
SAC,De'Aaron Fox,Tyrese Haliburton,Buddy Hield,Harrison Barnes,Richaun Holmes,864,59,+6.6,74,121.3,70,58.6%,77,11.7%,45,23.9%,81,23.3,37,114.7,44,54.6%,40,12.5%,22,27.9%,29,19.8
POR,Damian Lillard,CJ McCollum,Norman Powell,Robert Covington,Jusuf Nurkic,784,78,+14.1,68,119.4,60,57.0%,83,11.0%,40,23.3%,37,16.3,75,105.3,47,54.0%,82,15.9%,79,19.4%,28,19.9
NYK,Elfrid Payton,Reggie Bullock,RJ Barrett,Julius Randle,Mitchell Robinson,781,42,+1.1,24,105.6,21,50.7%,40,14.3%,73,29.4%,23,14.3,77,104.5,86,49.4%,18,10.6%,62,22.2%,74,13.3
SAS,Dejounte Murray,Derrick White,Keldon Johnson,DeMar DeRozan,Jakob Poeltl,688,60,+6.7,65,118.5,55,56.2%,89,10.0%,54,25.3%,28,15.5,48,111.8,42,54.7%,26,11.5%,45,24.5%,66,14.1
UTA,Mike Conley,Jordan Clarkson,Joe Ingles,Georges Niang,Rudy Gobert,628,80,+14.9,75,121.7,75,59.1%,66,12.4%,42,23.5%,57,18.3,68,106.8,84,49.8%,51,13.2%,61,22.3%,43,17.4
DAL,Josh Richardson,Luka Doncic,Dorian Finney-Smith,Maxi Kleber,Kristaps Porzingis,585,74,+11.2,79,122.9,86,61.5%,73,12.0%,44,23.8%,48,17.3,48,111.7,45,54.4%,29,11.7%,73,20.8%,69,14.0
LAL,Dennis Schroder,Kentavious Caldwell-Pope,LeBron James,Anthony Davis,Marc Gasol,584,77,+12.8,60,117.1,67,57.8%,56,13.4%,43,23.8%,60,18.6,79,104.3,50,53.6%,85,16.6%,55,23.1%,45,17.0
POR,Damian Lillard,Gary Trent Jr.,Derrick Jones Jr.,Robert Covington,Enes Kanter,572,82,+15.3,86,125.7,59,56.7%,78,11.5%,81,30.5%,46,17.2,54,110.4,51,53.6%,42,12.6%,37,25.5%,75,12.9
GSW,Stephen Curry,Kent Bazemore,Andrew Wiggins,Draymond Green,Kevon Looney,562,71,+10.0,60,117.1,78,59.7%,19,16.4%,65,27.3%,9,11.3,66,107.1,72,51.3%,62,14.1%,46,24.5%,32,19.2
UTA,Donovan Mitchell,Jordan Clarkson,Royce O'Neale,Bojan Bogdanovic,Derrick Favors,546,66,+8.1,84,124.7,65,57.7%,34,14.8%,84,31.1%,71,20.6,31,116.7,41,55.0%,31,11.9%,46,24.4%,34,18.9
GSW,Stephen Curry,Kelly Oubre,Andrew Wiggins,Draymond Green,James Wiseman,538,14,-13.8,8,97.4,26,51.6%,11,17.7%,8,16.7%,27,15.3,51,111.2,66,51.9%,48,13.0%,30,26.6%,31,19.5
LAC,Patrick Beverley,Nicolas Batum,Paul George,Kawhi Leonard,Serge Ibaka,532,84,+16.9,68,119.5,69,58.3%,59,13.0%,59,26.1%,15,12.5,84,102.6,44,54.6%,88,17.3%,83,19.0%,67,14.1
CHA,Devonte' Graham,Terry Rozier,Gordon Hayward,PJ Washington,Bismack Biyombo,529,18,-12.3,8,99.4,12,49.3%,40,14.4%,35,22.5%,30,15.7,48,111.7,37,55.6%,71,14.8%,43,24.8%,72,13.5
IND,Malcolm Brogdon,Justin Holiday,Doug McDermott,Domantas Sabonis,Myles Turner,494,54,+5.4,48,113.6,50,55.5%,39,14.4%,46,24.0%,35,16.1,63,108.2,66,51.8%,54,13.5%,73,20.6%,14,23.3
DEN,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic,488,70,+9.7,85,125.6,72,58.8%,64,12.7%,93,33.6%,44,16.9,34,115.9,32,56.4%,42,12.6%,66,21.6%,48,16.6
MEM,Ja Morant,Dillon Brooks,Desmond Bane,Kyle Anderson,Jonas Valanciunas,472,75,+11.8,61,117.4,63,57.5%,30,15.3%,85,31.2%,16,12.9,73,105.6,56,53.0%,75,15.4%,48,24.3%,38,18.3
UTA,Donovan Mitchell,Royce O'Neale,Bojan Bogdanovic,Joe Ingles,Rudy Gobert,458,89,+21.0,88,127.5,92,62.9%,61,12.9%,51,24.9%,90,25.6,69,106.6,87,49.1%,4,8.1%,78,19.5%,51,16.2
SAS,Dejounte Murray,Lonnie Walker,Keldon Johnson,DeMar DeRozan,LaMarcus Aldridge,451,18,-12.3,42,112.6,42,54.3%,88,10.4%,11,17.4%,42,16.7,10,124.9,6,62.7%,35,12.2%,34,25.9%,77,12.8
POR,Damian Lillard,CJ McCollum,Derrick Jones Jr.,Robert Covington,Jusuf Nurkic,437,57,+5.8,50,114.9,67,57.8%,80,11.4%,20,19.3%,27,15.1,60,109.0,54,53.2%,74,15.3%,57,22.7%,16,23.1
DEN,Jamal Murray,Will Barton,Michael Porter,Paul Millsap,Nikola Jokic,430,61,+6.9,88,127.7,89,61.7%,69,12.3%,80,30.4%,21,13.7,20,120.7,19,59.3%,82,16.1%,11,30.2%,42,17.6
LAC,Reggie Jackson,Paul George,Kawhi Leonard,Marcus Morris,Ivica Zubac,420,87,+19.1,80,123.1,87,61.6%,53,13.6%,56,25.6%,26,15.0,82,104.0,68,51.7%,45,12.8%,94,16.1%,80,12.4
MIA,Kendrick Nunn,Duncan Robinson,Jimmy Butler,Trevor Ariza,Bam Adebayo,406,58,+5.9,59,117.0,76,59.2%,69,12.3%,10,17.0%,52,17.8,52,111.1,25,57.8%,93,18.5%,52,23.6%,60,15.1
ATL,Trae Young,Kevin Huerter,Cameron Reddish,John Collins,Clint Capela,405,30,-5.3,58,116.5,52,55.8%,16,16.8%,95,34.9%,77,21.9,17,121.9,23,58.4%,34,12.0%,25,27.6%,39,18.1
GSW,Stephen Curry,Kelly Oubre,Andrew Wiggins,Draymond Green,Kevon Looney,398,56,+5.6,44,113.1,60,56.8%,54,13.6%,30,21.7%,51,17.7,65,107.5,65,51.9%,86,16.7%,27,27.1%,10,24.7
OKC,Shai Gilgeous-Alexander,George Hill,Luguentz Dort,Darius Bazley,Al Horford,398,44,+2.0,41,111.8,44,54.6%,83,11.1%,12,17.8%,44,16.9,56,109.8,75,51.0%,8,9.1%,70,21.1%,48,16.6
IND,Malcolm Brogdon,Caris LeVert,Justin Holiday,Domantas Sabonis,Myles Turner,395,28,-6.5,9,99.7,20,50.6%,33,14.9%,14,18.5%,42,16.8,69,106.3,75,51.0%,63,14.1%,43,24.9%,24,20.6
SAS,Dejounte Murray,Lonnie Walker,Keldon Johnson,DeMar DeRozan,Jakob Poeltl,393,31,-5.0,47,113.5,22,50.8%,97,8.9%,75,29.5%,39,16.7,24,118.5,25,57.7%,32,12.0%,56,22.8%,81,12.4
BKN,James Harden,Kyrie Irving,Joe Harris,Bruce Brown,DeAndre Jordan,393,47,+2.8,57,116.5,80,59.9%,49,13.7%,35,22.5%,24,14.3,41,113.7,53,53.4%,24,11.2%,25,27.5%,70,13.9
PHX,Chris Paul,Devin Booker,Mikal Bridges,Cameron Johnson,Deandre Ayton,392,71,+9.8,76,121.9,55,56.3%,59,13.0%,96,35.1%,33,15.8,46,112.1,46,54.1%,84,16.3%,7,31.5%,33,19.0
MIA,Kendrick Nunn,Duncan Robinson,Jimmy Butler,Kelly Olynyk,Bam Adebayo,390,51,+4.4,45,113.3,33,52.8%,87,10.5%,41,23.5%,43,16.9,60,108.9,31,56.6%,64,14.2%,87,17.8%,62,14.6
MIN,Ricky Rubio,Anthony Edwards,Jaden McDaniels,Josh Okogie,Karl-Anthony Towns,365,47,+2.8,34,108.8,25,51.2%,41,14.2%,51,24.9%,79,22.8,70,106.0,30,56.7%,90,17.6%,69,21.2%,84,11.8
UTA,Donovan Mitchell,Royce O'Neale,Bojan Bogdanovic,Joe Ingles,Derrick Favors,364,44,+2.0,52,115.1,39,53.7%,20,16.2%,79,30.3%,33,15.9,44,113.1,27,57.3%,60,13.9%,67,21.4%,69,14.0
ATL,Trae Young,Kevin Huerter,Tony Snell,John Collins,Clint Capela,363,75,+12.0,66,119.0,47,55.0%,65,12.7%,95,34.4%,25,14.4,66,107.0,90,47.7%,20,10.8%,25,27.5%,31,19.4
DET,Delon Wright,Wayne Ellington,Jerami Grant,Blake Griffin,Mason Plumlee,354,37,-1.7,58,116.7,43,54.4%,85,10.7%,48,24.3%,45,17.0,25,118.4,14,59.9%,31,12.0%,67,21.3%,71,13.8
PHX,Chris Paul,Devin Booker,Mikal Bridges,Frank Kaminsky,Deandre Ayton,335,63,+7.5,63,118.2,81,60.0%,50,13.7%,57,25.7%,18,13.4,53,110.7,90,48.3%,10,9.3%,18,28.4%,52,16.1
GSW,Stephen Curry,Kelly Oubre,Andrew Wiggins,Juan Toscano-Anderson,Draymond Green,323,69,+9.4,70,119.8,88,61.7%,21,16.1%,36,22.6%,77,22.2,54,110.5,55,53.1%,70,14.8%,54,23.5%,50,16.3
OKC,Shai Gilgeous-Alexander,Theo Maledon,Luguentz Dort,Darius Bazley,Al Horford,317,16,-12.7,8,98.4,17,50.2%,72,12.0%,3,12.9%,12,11.9,51,111.1,24,58.3%,61,14.0%,80,19.3%,99,6.7
DEN,Monte Morris,Jamal Murray,Will Barton,Michael Porter,Nikola Jokic,312,91,+23.7,89,127.9,89,61.9%,86,10.6%,46,24.1%,10,11.5,80,104.2,71,51.4%,41,12.6%,63,22.0%,83,12.0
WAS,Russell Westbrook,Bradley Beal,Garrison Mathews,Rui Hachimura,Moritz Wagner,299,27,-7.2,18,103.3,34,52.9%,39,14.4%,4,14.5%,83,23.9,53,110.5,48,53.8%,91,18.1%,2,36.2%,63,14.5
CHI,Coby White,Zach LaVine,Garrett Temple,Patrick Williams,Wendell Carter,298,30,-5.7,35,109.7,59,56.7%,39,14.4%,22,19.8%,36,16.2,35,115.4,35,56.0%,32,12.0%,82,19.1%,39,18.1
NYK,Derrick Rose,Reggie Bullock,RJ Barrett,Julius Randle,Nerlens Noel,288,83,+16.8,76,121.9,74,58.9%,46,13.9%,18,19.1%,61,19.1,76,105.1,86,49.4%,48,13.0%,55,23.0%,25,20.5
CLE,Darius Garland,Collin Sexton,Isaac Okoro,Larry Nance Jr.,Jarrett Allen,280,17,-12.4,20,104.3,21,50.6%,24,15.7%,52,25.0%,67,19.8,31,116.7,49,53.7%,30,11.7%,9,31.0%,68,14.1
UTA,Mike Conley,Royce O'Neale,Bojan Bogdanovic,Joe Ingles,Rudy Gobert,277,96,+30.3,78,122.7,75,59.0%,23,15.9%,83,31.0%,88,24.8,95,92.4,95,45.6%,43,12.6%,90,17.2%,82,12.0
NOP,Eric Bledsoe,Lonzo Ball,Brandon Ingram,Zion Williamson,Willy Hernangomez,275,79,+14.3,69,119.6,65,57.7%,42,14.2%,62,26.7%,92,26.1,75,105.3,49,53.8%,72,14.9%,64,21.9%,47,16.7
TOR,Kyle Lowry,Fred VanVleet,Norman Powell,Pascal Siakam,Aron Baynes,275,52,+4.7,76,121.8,54,56.2%,84,10.9%,43,23.7%,72,21.4,30,117.1,10,61.6%,97,20.0%,31,26.4%,9,25.0
IND,Malcolm Brogdon,Jeremy Lamb,Justin Holiday,Domantas Sabonis,Myles Turner,274,23,-10.4,47,113.5,49,55.3%,67,12.4%,48,24.3%,9,11.3,11,123.9,15,59.8%,65,14.3%,15,29.0%,55,15.6
CHI,Coby White,Garrett Temple,Patrick Williams,Daniel Theis,Nikola Vucevic,274,8,-21.1,7,95.6,13,49.4%,47,13.9%,24,20.7%,1,6.4,31,116.7,27,57.2%,20,10.8%,95,15.6%,59,15.2
BOS,Kemba Walker,Jaylen Brown,Jayson Tatum,Daniel Theis,Tristan Thompson,267,46,+2.7,62,118.0,46,54.8%,63,12.7%,90,32.3%,49,17.3,35,115.3,56,53.0%,14,9.9%,40,25.0%,61,14.8
CHA,LaMelo Ball,Terry Rozier,Gordon Hayward,PJ Washington,Cody Zeller,266,68,+8.3,80,122.9,87,61.6%,35,14.7%,37,22.7%,51,17.7,38,114.7,7,62.6%,80,15.8%,89,17.5%,78,12.6
MIL,Bryn Forbes,Donte DiVincenzo,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,266,68,+8.3,85,125.6,68,58.1%,99,7.1%,39,23.0%,37,16.3,29,117.3,12,60.4%,55,13.5%,65,21.7%,95,8.7
HOU,John Wall,Kevin Porter,Jae'Sean Tate,Christian Wood,Kelly Olynyk,264,58,+5.9,77,122.3,66,57.8%,35,14.8%,87,32.1%,41,16.7,32,116.5,28,57.0%,69,14.6%,29,26.8%,63,14.5
SAS,Dejounte Murray,Patty Mills,Devin Vassell,Rudy Gay,Jakob Poeltl,260,96,+28.1,49,114.6,80,60.0%,65,12.7%,11,17.2%,4,9.6,99,86.5,93,46.3%,93,18.7%,91,17.0%,57,15.4
PHX,Cameron Payne,Devin Booker,Mikal Bridges,Jae Crowder,Deandre Ayton,255,81,+15.3,92,129.8,90,62.2%,43,14.1%,40,23.4%,77,22.1,38,114.6,69,51.6%,27,11.6%,6,33.1%,23,21.0
NYK,Derrick Rose,Immanuel Quickley,Alec Burks,Obi Toppin,Taj Gibson,252,86,+17.5,63,118.3,23,51.0%,93,9.5%,89,32.1%,70,20.4,87,100.8,92,46.5%,14,9.9%,35,25.8%,45,16.9
DEN,Facundo Campazzo,PJ Dozier,Michael Porter,Aaron Gordon,Nikola Jokic,245,24,-9.7,41,112.2,70,58.7%,47,13.9%,25,20.8%,61,18.8,16,121.9,6,63.6%,66,14.5%,82,19.0%,32,19.3
NOP,Eric Bledsoe,Nickeil Alexander-Walker,Brandon Ingram,Zion Williamson,Steven Adams,242,40,+0.7,87,127.3,82,60.3%,51,13.6%,86,31.4%,82,23.4,8,126.5,24,58.3%,36,12.2%,8,31.1%,82,12.0
TOR,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Aron Baynes,242,34,-4.2,17,103.3,31,52.4%,38,14.5%,20,19.5%,26,14.8,65,107.5,81,50.0%,63,14.2%,30,26.6%,17,22.9
CHI,Tomas Satoransky,Zach LaVine,Patrick Williams,Thaddeus Young,Nikola Vucevic,233,43,+1.8,40,111.6,52,55.6%,66,12.4%,52,25.0%,0,5.9,56,109.8,76,50.9%,27,11.5%,13,29.5%,73,13.5
UTA,Jordan Clarkson,Miye Oni,Joe Ingles,Georges Niang,Rudy Gobert,232,92,+24.6,87,127.2,85,61.0%,27,15.5%,78,30.2%,44,16.9,85,102.6,88,48.8%,28,11.7%,72,21.0%,74,13.1
ATL,Trae Young,Bogdan Bogdanovic,Tony Snell,John Collins,Clint Capela,231,51,+4.3,90,128.1,96,64.8%,48,13.9%,68,27.8%,62,19.1,12,123.8,18,59.4%,28,11.7%,27,27.1%,56,15.5
NOP,Eric Bledsoe,Lonzo Ball,Josh Hart,Brandon Ingram,Steven Adams,230,66,+8.1,82,123.9,61,57.1%,31,15.2%,100,41.4%,72,21.4,34,115.8,46,54.1%,54,13.5%,90,17.4%,14,23.6
ATL,Trae Young,Bogdan Bogdanovic,Kevin Huerter,John Collins,Clint Capela,229,92,+24.9,90,127.9,73,58.9%,75,11.8%,87,31.8%,63,19.2,82,103.0,78,50.5%,52,13.4%,58,22.5%,70,13.9
CLE,Darius Garland,Collin Sexton,Isaac Okoro,Dean Wade,Jarrett Allen,228,45,+2.2,20,104.4,28,51.8%,7,18.4%,72,28.7%,52,17.8,86,102.2,75,51.0%,69,14.6%,28,27.0%,94,9.1
MIN,Ricky Rubio,Anthony Edwards,Malik Beasley,Jaden McDaniels,Karl-Anthony Towns,225,33,-4.2,81,123.1,64,57.6%,42,14.2%,78,30.2%,13,12.4,7,127.4,10,61.1%,53,13.5%,17,28.6%,3,28.0
CHI,Coby White,Zach LaVine,Patrick Williams,Lauri Markkanen,Wendell Carter,224,18,-11.6,4,92.9,7,47.6%,12,17.4%,15,18.6%,39,16.7,77,104.5,61,52.7%,35,12.2%,82,19.1%,94,9.4
PHI,Ben Simmons,Seth Curry,Danny Green,Tobias Harris,Mike Scott,224,41,+1.0,38,110.7,53,55.9%,72,12.1%,15,18.6%,4,9.8,57,109.7,46,54.0%,81,15.9%,56,22.9%,11,24.5
MIN,Ricky Rubio,Anthony Edwards,Malik Beasley,Jarred Vanderbilt,Karl-Anthony Towns,224,77,+13.2,75,121.4,61,57.1%,41,14.3%,51,24.8%,66,19.7,62,108.2,35,56.1%,77,15.6%,71,21.1%,27,20.0
TOR,Kyle Lowry,Fred VanVleet,Norman Powell,OG Anunoby,Pascal Siakam,220,77,+13.6,67,119.1,71,58.8%,70,12.3%,45,23.9%,19,13.5,74,105.5,45,54.4%,96,19.8%,52,23.7%,7,25.7
BOS,Kemba Walker,Marcus Smart,Jaylen Brown,Jayson Tatum,Robert Williams,219,45,+2.0,79,122.8,82,60.5%,18,16.4%,82,30.8%,7,10.7,20,120.8,21,58.8%,25,11.3%,48,24.3%,52,16.0
POR,Damian Lillard,CJ McCollum,Derrick Jones Jr.,Robert Covington,Enes Kanter,219,14,-14.2,52,115.1,37,53.3%,92,9.6%,73,29.3%,15,12.8,5,129.3,8,61.7%,19,10.7%,45,24.5%,60,14.9
UTA,Jordan Clarkson,Royce O'Neale,Bojan Bogdanovic,Joe Ingles,Rudy Gobert,219,35,-3.7,27,106.4,40,53.8%,8,18.3%,76,29.7%,58,18.4,56,110.0,77,50.7%,22,11.0%,65,21.7%,93,9.7
DEN,Jamal Murray,Will Barton,Michael Porter,Aaron Gordon,Nikola Jokic,218,83,+16.8,90,128.0,94,63.5%,18,16.5%,89,32.2%,60,18.7,50,111.2,29,56.8%,34,12.1%,79,19.4%,99,6.6
DAL,Josh Richardson,Tim Hardaway Jr.,Luka Doncic,Dorian Finney-Smith,Willie Cauley-Stein,215,76,+12.1,73,120.9,83,60.7%,45,14.0%,54,25.3%,25,14.6,61,108.8,80,50.3%,40,12.5%,47,24.4%,24,20.6
OKC,Shai Gilgeous-Alexander,Theo Maledon,Luguentz Dort,Darius Bazley,Isaiah Roby,212,10,-17.8,31,107.5,57,56.5%,36,14.6%,2,11.3%,76,21.9,9,125.4,29,56.7%,26,11.5%,7,32.1%,46,16.9
MIN,Ricky Rubio,Anthony Edwards,Jake Layman,Jarred Vanderbilt,Karl-Anthony Towns,211,38,-0.0,17,102.8,50,55.5%,2,20.9%,42,23.7%,21,13.8,83,102.9,84,49.7%,90,17.6%,11,30.0%,57,15.4
DAL,Jalen Brunson,Josh Richardson,Tim Hardaway Jr.,Dorian Finney-Smith,Kristaps Porzingis,210,89,+22.7,97,138.1,69,58.5%,96,9.0%,88,32.1%,45,17.1,34,115.4,59,52.8%,5,8.4%,59,22.5%,92,10.3
PHX,Chris Paul,Devin Booker,Mikal Bridges,Torrey Craig,Deandre Ayton,210,76,+12.2,94,132.4,95,63.8%,68,12.4%,50,24.7%,57,18.2,21,120.2,18,59.4%,50,13.1%,35,25.8%,55,15.6
WAS,Russell Westbrook,Bradley Beal,Garrison Mathews,Rui Hachimura,Alex Len,209,25,-8.5,46,113.4,69,58.2%,30,15.3%,32,22.4%,78,22.2,16,121.9,52,53.5%,8,9.0%,20,28.3%,26,20.4
ATL,Trae Young,Cameron Reddish,DeAndre Hunter,John Collins,Clint Capela,207,80,+15.0,49,114.5,38,53.5%,71,12.1%,75,29.5%,62,19.1,89,99.5,81,50.0%,42,12.6%,70,21.1%,90,10.8
BOS,Marcus Smart,Jaylen Brown,Jayson Tatum,Daniel Theis,Tristan Thompson,206,27,-7.2,39,111.2,64,57.6%,32,15.0%,68,27.7%,19,13.5,25,118.3,9,61.6%,52,13.4%,77,19.8%,79,12.5
DEN,Facundo Campazzo,Will Barton,Michael Porter,Aaron Gordon,Nikola Jokic,205,55,+5.5,92,128.8,73,58.9%,36,14.6%,85,31.2%,69,20.3,13,123.3,24,58.2%,15,10.2%,44,24.7%,56,15.5
NYK,Derrick Rose,Reggie Bullock,RJ Barrett,Julius Randle,Taj Gibson,204,84,+17.0,82,123.5,37,53.4%,100,5.4%,41,23.4%,66,19.7,69,106.5,81,50.0%,23,11.2%,69,21.2%,37,18.6
OKC,Shai Gilgeous-Alexander,George Hill,Luguentz Dort,Darius Bazley,Isaiah Roby,202,6,-23.0,23,105.4,37,53.4%,48,13.9%,27,21.1%,28,15.5,6,128.4,12,60.5%,44,12.7%,5,33.7%,77,12.8
WAS,Russell Westbrook,Bradley Beal,Deni Avdija,Rui Hachimura,Alex Len,202,36,-2.9,16,102.5,24,51.2%,29,15.3%,29,21.5%,55,18.0,75,105.4,47,54.0%,69,14.6%,86,17.9%,67,14.1
IND,Malcolm Brogdon,Caris LeVert,Edmond Sumner,Justin Holiday,Domantas Sabonis,202,62,+7.4,72,120.3,61,57.1%,91,9.9%,36,22.6%,55,17.9,45,112.9,62,52.6%,59,13.9%,4,34.3%,53,15.9
ATL,Trae Young,Bogdan Bogdanovic,Kevin Huerter,Solomon Hill,Clint Capela,201,93,+25.5,96,135.8,93,63.1%,98,8.5%,50,24.7%,22,13.8,54,110.3,30,56.7%,30,11.8%,71,21.1%,84,11.7
GSW,Brad Wanamaker,Damion Lee,Kent Bazemore,Andrew Wiggins,Eric Paschall,198,50,+4.1,12,100.5,25,51.5%,82,11.1%,1,10.5%,65,19.6,93,96.4,94,45.7%,85,16.5%,38,25.5%,52,16.1
MIA,Tyler Herro,Duncan Robinson,Jimmy Butler,Kelly Olynyk,Bam Adebayo,197,87,+18.8,74,121.3,58,56.5%,81,11.2%,38,22.8%,81,23.3,85,102.5,87,49.2%,14,10.0%,87,17.9%,65,14.2
ATL,Trae Young,Kevin Huerter,DeAndre Hunter,John Collins,Clint Capela,193,88,+20.3,38,110.9,16,50.0%,15,17.1%,82,30.9%,80,23.0,97,90.5,97,42.7%,60,13.9%,40,25.2%,51,16.2
WAS,Russell Westbrook,Raul Neto,Davis Bertans,Deni Avdija,Robin Lopez,191,20,-11.3,13,101.0,7,47.4%,90,9.9%,19,19.2%,42,16.8,46,112.4,33,56.4%,78,15.6%,47,24.4%,63,14.5
OKC,Theo Maledon,Luguentz Dort,Darius Bazley,Isaiah Roby,Moses Brown,191,6,-23.1,3,92.1,1,41.6%,25,15.7%,68,27.6%,31,15.7,36,115.3,60,52.7%,28,11.6%,14,29.1%,65,14.2
CHA,LaMelo Ball,Terry Rozier,Gordon Hayward,Miles Bridges,Bismack Biyombo,191,8,-21.4,22,105.2,32,52.6%,10,17.8%,86,31.3%,13,12.3,8,126.6,15,59.9%,40,12.5%,24,27.7%,79,12.4
UTA,Mike Conley,Jordan Clarkson,Miye Oni,Georges Niang,Rudy Gobert,186,99,+40.4,70,119.9,86,61.4%,26,15.6%,26,20.9%,25,14.8,100,79.5,100,39.3%,39,12.4%,86,18.0%,96,8.3
DET,Delon Wright,Wayne Ellington,Saddiq Bey,Jerami Grant,Mason Plumlee,185,12,-16.1,14,101.6,28,51.9%,20,16.2%,28,21.3%,17,13.0,27,117.7,8,61.8%,58,13.8%,75,20.3%,54,15.7
TOR,Kyle Lowry,Fred VanVleet,OG Anunoby,Pascal Siakam,Khem Birch,184,89,+22.3,83,124.5,76,59.1%,94,9.2%,35,22.5%,32,15.8,86,102.2,49,53.7%,91,17.9%,95,15.7%,35,18.8
NYK,Elfrid Payton,Alec Burks,RJ Barrett,Julius Randle,Mitchell Robinson,183,40,+0.7,31,107.7,18,50.3%,19,16.4%,60,26.2%,49,17.4,67,107.0,89,48.5%,9,9.1%,74,20.4%,12,24.4
CHI,Tomas Satoransky,Zach LaVine,Patrick Williams,Lauri Markkanen,Thaddeus Young,181,52,+4.9,55,116.0,77,59.4%,28,15.5%,56,25.6%,14,12.5,51,111.1,70,51.5%,45,12.8%,21,28.3%,68,14.0
MIL,Jrue Holiday,Donte DiVincenzo,Pat Connaughton,Khris Middleton,Brook Lopez,180,44,+1.8,79,122.8,41,54.1%,89,10.0%,68,27.8%,74,21.8,20,121.0,21,58.8%,11,9.4%,60,22.4%,86,11.2
MIA,Gabe Vincent,Tyler Herro,Duncan Robinson,Andre Iguodala,Bam Adebayo,180,60,+6.6,45,113.3,39,53.7%,56,13.3%,72,28.7%,59,18.4,68,106.7,69,51.6%,97,20.1%,7,32.6%,42,17.7
UTA,Jordan Clarkson,Trent Forrest,Royce O'Neale,Bojan Bogdanovic,Derrick Favors,179,79,+14.1,96,135.8,80,60.0%,32,15.1%,99,37.3%,83,23.5,17,121.6,43,54.7%,1,7.0%,89,17.7%,21,21.5
PHI,Shake Milton,Matisse Thybulle,Furkan Korkmaz,Mike Scott,Dwight Howard,178,41,+1.1,25,106.2,21,50.6%,37,14.6%,66,27.4%,35,16.0,76,105.1,92,47.4%,73,15.3%,53,23.6%,2,28.9
DAL,Josh Richardson,Tim Hardaway Jr.,Luka Doncic,Dorian Finney-Smith,Dwight Powell,177,28,-6.4,15,101.7,15,49.7%,74,11.9%,17,18.8%,34,16.0,63,108.0,43,54.7%,92,18.4%,33,26.0%,5,26.6
UTA,Royce O'Neale,Bojan Bogdanovic,Joe Ingles,Georges Niang,Rudy Gobert,176,99,+42.0,93,131.3,99,67.3%,35,14.8%,61,26.5%,63,19.3,97,89.3,93,46.2%,89,17.5%,46,24.5%,99,6.3
