Team,PG,SG,SF,PF,C,Poss,Diff Rank,Diff,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
PHI,Shake Milton,Seth Curry,Danny Green,Tobias Harris,Joel Embiid,122,32,-7.0,46,112.3,76,58.0%,75,11.5%,2,12.0%,71,21.0,19,119.3,65,52.0%,3,7.6%,20,29.7%,96,8.7
PHX,Cameron Payne,Landry Shamet,Mikal Bridges,Cameron Johnson,JaVale McGee,121,24,-9.5,26,105.8,50,54.2%,9,17.4%,94,34.4%,14,11.2,33,115.3,7,60.6%,62,14.4%,80,20.8%,59,16.2
BOS,Dennis Schroder,Jaylen Brown,Jayson Tatum,Al Horford,Robert Williams,120,83,+15.9,81,122.5,80,59.0%,28,15.0%,85,31.5%,35,15.3,70,106.6,48,53.6%,4,8.3%,96,16.7%,93,10.0
OKC,Shai Gilgeous-Alexander,Tre Mann,Aaron Wiggins,Darius Bazley,Isaiah Roby,120,1,-46.6,13,99.2,31,52.1%,8,17.5%,57,26.4%,78,22.3,0,145.8,2,65.2%,1,5.9%,52,25.0%,16,23.2
SAC,De'Aaron Fox,Tyrese Haliburton,Harrison Barnes,Marvin Bagley,Alex Len,120,14,-14.3,17,102.5,2,41.2%,100,6.7%,77,29.9%,72,21.0,27,116.8,49,53.6%,27,11.5%,12,31.7%,91,10.7
MIL,George Hill,Grayson Allen,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,119,20,-11.6,44,111.8,53,54.6%,90,10.1%,7,14.0%,24,13.9,11,123.3,44,54.4%,13,10.0%,48,25.8%,17,22.8
HOU,Josh Christopher,Eric Gordon,Garrison Mathews,Kenyon Martin Jr.,Alperen Sengun,118,10,-18.5,18,103.4,35,52.5%,48,13.6%,73,29.0%,42,15.8,14,121.9,24,56.7%,45,13.2%,33,27.3%,28,20.0
NYK,Alec Burks,Evan Fournier,RJ Barrett,Julius Randle,Jericho Sims,118,49,+2.5,20,104.2,5,45.1%,70,11.9%,83,31.1%,63,19.6,87,101.7,76,50.0%,77,15.7%,96,17.0%,11,25.8
ATL,Trae Young,Bogdan Bogdanovic,Kevin Huerter,Danilo Gallinari,Clint Capela,117,26,-8.7,56,114.5,15,48.7%,80,11.1%,99,39.4%,43,16.0,11,123.3,19,57.4%,23,11.2%,56,24.5%,9,26.5
MIL,Jrue Holiday,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,Bobby Portis,117,92,+23.3,92,129.9,94,62.9%,4,18.8%,78,30.0%,96,30.9,70,106.6,69,51.4%,17,10.7%,64,23.4%,38,18.9
DEN,Monte Morris,Will Barton,Aaron Gordon,JaMychal Green,Nikola Jokic,116,5,-23.0,9,98.3,30,52.1%,24,15.5%,57,26.4%,20,13.4,15,121.3,42,54.7%,14,10.2%,63,23.6%,71,14.2
MEM,Ja Morant,Desmond Bane,Kyle Anderson,Jaren Jackson,Steven Adams,116,9,-19.5,67,118.1,71,57.4%,44,13.8%,77,29.8%,63,19.6,1,137.6,0,66.7%,31,12.0%,15,30.8%,28,20.0
NOP,Devonte' Graham,CJ McCollum,Brandon Ingram,Herbert Jones,Jonas Valanciunas,115,38,-2.7,72,119.1,65,56.4%,77,11.3%,32,22.8%,18,12.8,15,121.8,56,52.9%,0,5.0%,7,33.8%,65,15.0
SAC,De'Aaron Fox,Tyrese Haliburton,Harrison Barnes,Marvin Bagley,Damian Jones,114,13,-15.9,13,100.0,11,47.5%,30,14.9%,70,28.3%,69,20.2,29,115.9,47,53.8%,27,11.5%,42,26.3%,51,17.1
ORL,Cole Anthony,Gary Harris,Franz Wagner,Chuma Okeke,Robin Lopez,114,11,-18.4,7,97.4,3,44.5%,66,12.3%,63,27.1%,18,12.8,31,115.8,21,57.1%,45,13.2%,89,19.1%,2,31.5
HOU,Jalen Green,Eric Gordon,Garrison Mathews,Jae'Sean Tate,Christian Wood,114,3,-26.6,31,107.0,37,52.7%,55,13.2%,13,17.3%,91,28.6,2,133.6,0,68.8%,80,15.9%,58,24.4%,24,20.8
LAL,Russell Westbrook,Avery Bradley,Talen Horton-Tucker,Carmelo Anthony,Anthony Davis,114,76,+12.3,46,112.3,70,57.1%,55,13.2%,39,24.1%,1,7.5,88,100.0,75,50.5%,69,15.0%,69,22.8%,78,13.0
NYK,Alec Burks,Evan Fournier,RJ Barrett,Obi Toppin,Mitchell Robinson,113,48,+1.9,55,114.2,18,50.0%,28,15.0%,95,35.4%,87,26.5,45,112.3,55,53.0%,45,13.2%,76,21.8%,24,20.8
PHI,Tyrese Maxey,Matisse Thybulle,Danny Green,Tobias Harris,Joel Embiid,113,35,-3.8,18,103.5,10,47.3%,98,8.0%,0,7.0%,97,32.3,68,107.4,32,55.9%,55,13.9%,72,22.2%,38,18.8
UTA,Donovan Mitchell,Trent Forrest,Royce O'Neale,Bojan Bogdanovic,Hassan Whiteside,113,99,+30.7,100,144.2,93,62.5%,19,15.9%,99,39.0%,38,15.5,40,113.6,69,51.4%,30,11.9%,77,21.7%,20,22.2
LAL,Russell Westbrook,Malik Monk,Avery Bradley,Stanley Johnson,Anthony Davis,113,6,-22.3,17,102.7,29,51.9%,8,17.7%,29,22.0%,3,8.6,9,125.0,2,64.5%,23,11.2%,87,19.6%,60,16.0
GSW,Jordan Poole,Klay Thompson,Andrew Wiggins,Draymond Green,Kevon Looney,112,2,-34.8,4,95.5,26,51.0%,11,17.0%,21,20.4%,2,8.2,5,130.4,20,57.1%,0,5.4%,52,25.0%,15,23.6
LAL,Malik Monk,Austin Reaves,Talen Horton-Tucker,Carmelo Anthony,LeBron James,112,6,-22.4,13,100.0,29,51.7%,36,14.3%,0,8.9%,88,26.7,13,122.4,30,56.1%,23,11.2%,9,32.0%,22,21.2
TOR,Fred VanVleet,Gary Trent Jr.,OG Anunoby,Pascal Siakam,Khem Birch,112,66,+9.4,89,126.8,71,57.4%,74,11.6%,25,21.4%,45,16.7,24,117.4,3,64.2%,85,16.5%,84,20.0%,73,13.7
MIL,Jrue Holiday,Grayson Allen,Pat Connaughton,Giannis Antetokounmpo,Bobby Portis,111,28,-7.9,40,110.8,60,55.7%,72,11.7%,25,21.4%,37,15.5,20,118.7,42,54.5%,5,8.4%,79,21.3%,99,6.4
MIL,Jrue Holiday,Grayson Allen,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,111,95,+24.6,95,132.4,86,60.3%,33,14.4%,53,26.0%,97,32.0,65,107.8,32,55.9%,43,13.0%,69,22.8%,90,10.9
NYK,Immanuel Quickley,Alec Burks,Quentin Grimes,Obi Toppin,Taj Gibson,111,73,+10.8,36,109.0,60,55.7%,17,16.2%,72,28.8%,20,13.4,93,98.2,58,52.6%,82,16.1%,81,20.7%,95,9.4
MIN,D'Angelo Russell,Malik Beasley,Jaden McDaniels,Taurean Prince,Naz Reid,110,18,-12.6,2,91.8,7,46.1%,46,13.6%,1,10.7%,74,21.3,76,104.5,84,49.0%,99,20.5%,0,43.3%,27,20.2
WAS,Spencer Dinwiddie,Aaron Holiday,Kentavious Caldwell-Pope,Kyle Kuzma,Daniel Gafford,110,27,-8.2,12,99.1,29,52.0%,84,10.9%,10,16.7%,0,6.1,69,107.3,98,43.3%,4,8.3%,15,30.8%,7,27.9
UTA,Mike Conley,Donovan Mitchell,Royce O'Neale,Bojan Bogdanovic,Udoka Azubuike,110,44,0.0,12,99.1,18,50.0%,96,9.1%,8,15.8%,14,11.2,91,99.1,98,44.1%,10,9.4%,52,25.0%,60,15.8
CHI,Lonzo Ball,Ayo Dosunmu,Zach LaVine,Derrick Jones Jr.,Nikola Vucevic,110,54,+4.5,34,108.2,34,52.4%,84,10.9%,34,23.2%,11,10.7,78,103.7,76,50.0%,94,18.3%,13,31.5%,28,20.0
LAC,Reggie Jackson,Terance Mann,Luke Kennard,Paul George,Ivica Zubac,109,70,+10.2,69,118.3,66,56.6%,45,13.8%,32,22.6%,49,17.2,62,108.2,85,48.7%,13,10.0%,22,29.4%,100,5.1
ATL,Trae Young,Delon Wright,Bogdan Bogdanovic,Danilo Gallinari,Onyeka Okongwu,109,80,+14.0,94,132.1,97,64.8%,82,11.0%,12,17.1%,99,35.2,22,118.1,26,56.5%,97,20.0%,32,27.7%,27,20.4
NYK,Derrick Rose,Immanuel Quickley,Alec Burks,Obi Toppin,Mitchell Robinson,108,89,+19.6,94,131.5,91,61.8%,30,14.8%,99,40.0%,93,29.0,46,111.9,64,52.0%,97,20.2%,6,33.9%,27,20.2
POR,Damian Lillard,Norman Powell,Nassir Little,Larry Nance Jr.,Jusuf Nurkic,108,40,-2.2,45,112.0,83,59.7%,3,19.4%,27,21.7%,54,18.2,36,114.3,59,52.5%,7,8.9%,78,21.4%,26,20.6
GSW,Stephen Curry,Jordan Poole,Andrew Wiggins,Otto Porter,Draymond Green,108,81,+14.7,42,111.1,73,57.5%,3,19.4%,6,14.0%,86,25.3,94,96.4,58,52.6%,100,25.0%,57,24.4%,1,33.3
NOP,Devonte' Graham,Nickeil Alexander-Walker,Josh Hart,Brandon Ingram,Jonas Valanciunas,108,55,+4.9,92,130.6,65,56.5%,57,13.0%,85,31.4%,95,30.0,8,125.7,4,62.9%,1,6.2%,89,19.1%,67,14.9
WAS,Ish Smith,Corey Kispert,Deni Avdija,Rui Hachimura,Daniel Gafford,108,16,-13.3,19,103.7,30,52.1%,30,14.8%,33,23.1%,14,11.3,26,117.0,38,55.2%,10,9.4%,100,10.6%,2,32.2
GSW,Stephen Curry,Gary Payton II,Klay Thompson,Andrew Wiggins,Kevon Looney,108,86,+18.5,75,120.4,88,61.1%,68,12.0%,69,28.3%,32,14.7,87,101.9,55,52.9%,100,22.6%,65,23.4%,23,21.2
MIA,Kyle Lowry,Tyler Herro,Jimmy Butler,PJ Tucker,Bam Adebayo,107,22,-10.4,9,98.1,2,42.8%,0,25.2%,58,26.5%,100,52.6,61,108.6,29,56.2%,73,15.2%,79,21.3%,6,28.4
HOU,Dennis Schroder,Josh Christopher,Garrison Mathews,Kenyon Martin Jr.,Alperen Sengun,107,9,-20.4,6,96.3,6,45.9%,1,20.6%,89,32.8%,19,13.3,28,116.7,23,56.8%,95,18.5%,17,30.6%,36,18.9
SAS,Tre Jones,Devin Vassell,Joshua Primo,Keldon Johnson,Jakob Poeltl,107,34,-5.6,46,112.1,98,65.9%,13,16.8%,2,11.9%,6,9.4,23,117.8,24,56.6%,15,10.3%,46,25.9%,64,15.3
GSW,Stephen Curry,Moses Moody,Klay Thompson,Andrew Wiggins,Kevon Looney,107,36,-3.7,19,103.7,61,55.8%,20,15.9%,25,21.6%,0,5.3,68,107.4,85,49.0%,10,9.3%,73,22.0%,16,22.9
DET,Killian Hayes,Isaiah Livers,Cade Cunningham,Saddiq Bey,Isaiah Stewart,107,0,-49.8,0,82.2,0,36.7%,29,15.0%,32,22.6%,69,20.2,3,132.1,4,62.5%,5,8.5%,96,16.7%,8,27.2
CHI,Coby White,Ayo Dosunmu,Javonte Green,DeMar DeRozan,Nikola Vucevic,107,27,-8.4,15,101.9,28,51.6%,29,15.0%,31,22.4%,34,15.2,54,110.3,38,55.2%,23,11.2%,87,19.6%,89,11.3
MIL,Jrue Holiday,Grayson Allen,Pat Connaughton,Khris Middleton,Bobby Portis,107,56,+5.1,63,116.8,52,54.5%,6,17.8%,82,31.0%,43,16.0,47,111.7,14,58.3%,83,16.2%,52,25.0%,80,12.5
PHX,Cameron Payne,Devin Booker,Mikal Bridges,Torrey Craig,Deandre Ayton,106,100,+38.7,99,138.7,96,63.6%,97,8.5%,88,32.6%,77,22.2,88,100.0,82,49.4%,90,17.0%,78,21.4%,37,18.9
HOU,Jalen Green,Eric Gordon,Jae'Sean Tate,Christian Wood,Daniel Theis,106,1,-39.9,0,67.0,0,35.3%,11,17.0%,5,13.6%,19,12.9,69,106.9,92,46.7%,18,10.8%,62,23.7%,7,27.5
NYK,Immanuel Quickley,Alec Burks,RJ Barrett,Julius Randle,Mitchell Robinson,106,23,-9.6,8,98.1,13,48.3%,66,12.3%,55,26.3%,84,24.4,66,107.7,74,50.6%,63,14.4%,77,21.6%,5,29.1
MIA,Kyle Lowry,Max Strus,Jimmy Butler,PJ Tucker,Bam Adebayo,105,85,+16.7,98,135.2,100,69.3%,26,15.2%,65,27.5%,6,9.4,20,118.5,18,57.6%,42,13.0%,95,17.4%,0,34.9
ORL,Jalen Suggs,Gary Harris,Terrence Ross,Chuma Okeke,Mohamed Bamba,105,7,-21.1,1,85.7,1,39.5%,53,13.3%,37,23.8%,13,11.0,69,106.9,75,50.5%,99,20.6%,6,33.9%,67,14.9
SAC,De'Aaron Fox,Davion Mitchell,Buddy Hield,Harrison Barnes,Tristan Thompson,105,2,-31.8,51,113.3,74,57.6%,5,18.1%,19,20.0%,99,35.4,0,145.1,6,61.4%,18,10.8%,0,42.6%,47,18.1
ORL,Cole Anthony,Gary Harris,Terrence Ross,Chuma Okeke,Wendell Carter,104,43,-0.2,22,104.8,23,50.6%,9,17.3%,38,24.0%,74,21.3,74,105.1,93,46.5%,8,9.1%,83,20.3%,94,9.9
DAL,Luka Doncic,Tim Hardaway Jr.,Reggie Bullock,Dorian Finney-Smith,Dwight Powell,104,4,-24.3,1,83.7,1,39.4%,9,17.3%,41,24.3%,3,9.1,64,108.0,53,53.1%,69,15.0%,5,35.2%,33,19.4
WAS,Ish Smith,Corey Kispert,Deni Avdija,Anthony Gill,Daniel Gafford,104,9,-19.2,43,111.5,51,54.3%,63,12.5%,64,27.5%,54,18.3,4,130.8,9,60.2%,12,9.6%,29,28.3%,11,25.8
LAL,Russell Westbrook,Kent Bazemore,LeBron James,Anthony Davis,DeAndre Jordan,104,20,-11.3,11,99.0,26,51.1%,16,16.3%,44,25.0%,13,11.0,54,110.4,56,52.9%,46,13.2%,2,37.9%,99,6.7
SAS,Dejounte Murray,Lonnie Walker,Joshua Primo,Keita Bates-Diop,Jakob Poeltl,104,6,-22.3,6,97.1,11,47.4%,93,9.6%,29,22.0%,5,9.3,18,119.4,5,61.7%,84,16.5%,52,25.0%,76,13.3
OKC,Shai Gilgeous-Alexander,Luguentz Dort,Josh Giddey,Jeremiah Robinson-Earl,Derrick Favors,104,43,0.0,11,99.0,2,43.1%,93,9.6%,91,33.3%,4,9.3,91,99.0,94,46.5%,51,13.6%,40,26.7%,92,10.1
MIN,Patrick Beverley,Anthony Edwards,Jaden McDaniels,Jarred Vanderbilt,Karl-Anthony Towns,103,74,+11.6,56,114.6,65,56.5%,96,8.7%,42,24.5%,34,15.2,82,103.0,60,52.4%,93,18.0%,99,14.0%,57,16.5
SAC,Tyrese Haliburton,Buddy Hield,Harrison Barnes,Chimezie Metu,Tristan Thompson,103,14,-15.9,20,103.9,11,47.4%,23,15.5%,81,30.6%,57,18.8,17,119.8,14,58.2%,71,15.1%,2,36.2%,77,13.3
TOR,Gary Trent Jr.,Scottie Barnes,Pascal Siakam,Chris Boucher,Precious Achiuwa,103,86,+18.4,65,117.5,13,47.9%,60,12.6%,100,41.9%,97,31.3,91,99.0,89,47.5%,92,17.5%,56,24.5%,2,32.5
OKC,Theo Maledon,Aaron Wiggins,Vit Krejci,Aleksej Pokusevski,Isaiah Roby,102,21,-10.5,59,115.7,89,61.2%,14,16.7%,2,11.9%,44,16.5,7,126.2,11,59.0%,15,10.3%,24,29.2%,53,17.0
WAS,Raul Neto,Kentavious Caldwell-Pope,Deni Avdija,Kyle Kuzma,Daniel Gafford,102,1,-36.8,3,93.1,9,47.1%,46,13.7%,10,16.1%,52,17.6,5,129.9,19,57.4%,63,14.4%,5,34.0%,6,28.4
IND,Caris LeVert,Chris Duarte,Justin Holiday,Domantas Sabonis,Myles Turner,102,66,+8.8,84,123.5,67,56.7%,72,11.8%,78,30.0%,45,16.5,35,114.7,16,57.8%,86,16.7%,49,25.6%,12,25.3
MIA,Kyle Lowry,Tyler Herro,Caleb Martin,Jimmy Butler,Omer Yurtseven,102,71,+10.5,80,121.6,34,52.4%,72,11.8%,100,41.1%,28,14.4,50,111.1,76,50.0%,90,17.2%,9,32.1%,24,20.9
BKN,James Harden,Kyrie Irving,Patty Mills,Kessler Edwards,Day'Ron Sharpe,102,94,+23.6,98,135.3,99,67.6%,46,13.7%,86,31.7%,15,11.7,48,111.7,40,54.9%,51,13.6%,74,22.0%,57,16.5
MIN,D'Angelo Russell,Patrick Beverley,Jaden McDaniels,Jarred Vanderbilt,Karl-Anthony Towns,101,33,-5.8,41,110.9,12,47.8%,13,16.8%,91,33.3%,89,27.2,28,116.7,49,53.6%,77,15.7%,7,33.3%,0,34.5
PHI,Tyrese Maxey,Seth Curry,Furkan Korkmaz,Tobias Harris,Joel Embiid,101,84,+16.7,96,133.7,96,63.2%,99,7.9%,8,15.4%,92,28.7,26,117.0,21,57.1%,13,10.0%,84,20.0%,71,14.1
CHI,Alex Caruso,Zach LaVine,Javonte Green,DeMar DeRozan,Nikola Vucevic,101,82,+15.1,66,117.8,22,50.5%,91,9.9%,85,31.7%,46,16.8,83,102.8,84,49.0%,76,15.6%,18,30.4%,49,17.5
BOS,Payton Pritchard,Derrick White,Jayson Tatum,Grant Williams,Daniel Theis,101,87,+18.8,87,125.7,100,70.0%,2,19.8%,44,25.0%,94,29.3,69,106.9,87,48.3%,66,14.9%,28,28.3%,13,24.4
BOS,Dennis Schroder,Josh Richardson,Jayson Tatum,Grant Williams,Al Horford,100,30,-7.4,24,105.0,28,51.6%,2,20.0%,88,32.7%,2,8.5,45,112.4,43,54.4%,92,17.5%,8,32.6%,89,11.0
WAS,Raul Neto,Bradley Beal,Kentavious Caldwell-Pope,Kyle Kuzma,Montrezl Harrell,100,12,-17.5,8,98.0,27,51.2%,69,12.0%,6,13.6%,39,15.7,32,115.5,37,55.2%,63,14.4%,70,22.7%,31,19.8
BOS,Dennis Schroder,Marcus Smart,Jayson Tatum,Grant Williams,Robert Williams,100,21,-11.2,31,107.0,54,54.8%,10,17.0%,13,17.4%,75,21.7,22,118.2,15,58.0%,20,11.1%,99,11.1%,42,18.4
CHI,Coby White,Ayo Dosunmu,Troy Brown,DeMar DeRozan,Nikola Vucevic,100,5,-23.3,16,102.0,39,52.8%,10,17.0%,66,27.7%,8,10.2,8,125.3,10,60.1%,20,11.1%,41,26.5%,87,11.7
