Season,GROUP_NAME,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED,Category,POSS,OFF_RATING,DEF_RATING,NET_RATING,PACE,PTS_per100,AST_per100,REB_per100,STL_per100,BLK_per100,TOV_per100,OREB_per100,DREB_per100,FGM_per100,FGA_per100,FG3M_per100,FG3A_per100,EFG_PCT,TM_TOV_PCT,OREB_PCT,FTA_RATE,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_3PT,PCT_PTS_FT,PCT_AST_FGM,Lineup_BPM_OOF,Lineup_BPM_Final,Lineup_BPM_Final_Demeaned,Lineup_BPM_OOF_Demeaned
2023-24,K. Irving - D. Jones Jr. - P. Washington - L. Doncic - D. Lively II,DAL,20,13,7,0.65,146.713333,124,270,0.459,36,99,0.364,59,78,0.756,47,108,155,64,39.0,18,19,21,72,65,343,41.0,2,2,1103,380,7,7,7,486,7,7,326,7,5,327,5,7,6,7,1102,6,6,1105,1103,7,7,5,440140,Traditional,308,111.4,99.7,11.7,99.95,111.36363636363636,20.77922077922078,50.324675324675326,5.844155844155844,6.1688311688311686,12.662337662337661,15.259740259740258,35.064935064935064,40.25974025974026,87.66233766233766,11.688311688311687,32.142857142857146,0.526,0.127,0.319,0.289,45.0,57.0,32.0,136.0,0.633,0.367,0.513,0.315,0.172,0.516,4.287671836508335,3.640875008796244,-2.0974258089132105,-1.4657794625067888
2023-24,K. Lowry - T. Harris - J. Embiid - K. Oubre Jr. - T. Maxey,PHI,6,2,4,0.333,102.88,88,175,0.503,28,71,0.394,38,39,0.974,17,62,79,62,19.0,15,8,19,43,37,242,25.0,50,120,1066,565,8,9,9,318,8,9,311,9,10,250,9,12,10,8,1096,7,13,1103,1100,11,8,10,308640,Traditional,188,128.7,115.4,13.3,87.71,128.72340425531914,32.97872340425532,42.02127659574468,7.9787234042553195,4.25531914893617,10.106382978723403,9.042553191489363,32.97872340425532,46.808510638297875,93.08510638297872,14.893617021276595,37.765957446808514,0.583,0.101,0.295,0.223,36.0,24.0,37.0,96.0,0.594,0.406,0.496,0.347,0.157,0.705,8.861187479027738,17.005268359670684,11.266967541961229,3.1077361800126138
2023-24,L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,5,1,4,0.2,95.978333,93,179,0.52,18,62,0.29,20,30,0.667,15,67,82,57,13.0,12,10,2,24,24,224,14.0,72,246,1066,621,9,8,8,312,15,12,423,17,13,385,11,10,9,9,1089,11,10,977,1093,16,9,21,287935,Traditional,193,116.1,109.9,6.1,96.02,116.0621761658031,29.533678756476682,42.487046632124354,6.217616580310881,5.181347150259067,6.7357512953367875,7.772020725388601,34.715025906735754,48.18652849740933,92.74611398963731,9.32642487046632,32.12435233160622,0.57,0.067,0.185,0.168,19.0,21.0,35.0,134.0,0.654,0.346,0.67,0.241,0.089,0.613,6.527211229514659,6.584136110162847,0.8458352924533923,0.7737599304995353
2023-24,D. Mitchell - M. Strus - D. Garland - I. Okoro - E. Mobley,CLE,7,3,4,0.429,94.505,78,167,0.467,23,64,0.359,24,27,0.889,10,68,78,34,21.0,11,6,13,45,29,203,-9.0,37,77,1066,554,10,10,11,473,12,11,333,14,17,260,23,9,12,14,1099,14,17,1099,1101,12,11,1048,283515,Traditional,191,106.3,111.0,-4.7,97.01,106.28272251308901,17.801047120418847,40.83769633507853,5.7591623036649215,3.1413612565445024,10.99476439790576,5.2356020942408374,35.602094240837694,40.83769633507853,87.43455497382199,12.041884816753926,33.50785340314136,0.536,0.11,0.167,0.162,22.0,13.0,38.0,102.0,0.617,0.383,0.542,0.34,0.118,0.436,3.220612212095888,-5.996618978437728,-11.734919796147182,-2.532839086919236
2023-24,S. Gilgeous-Alexander - L. Dort - J. Giddey - C. Holmgren - J. Williams,OKC,8,6,2,0.75,91.985,76,172,0.442,27,73,0.37,32,39,0.821,14,65,79,47,19.0,15,14,11,26,38,211,16.0,28,19,856,315,11,11,10,515,9,8,325,12,10,300,12,11,10,10,1096,7,8,1098,1097,10,10,17,275955,Traditional,197,107.1,101.0,6.1,101.76,107.10659898477158,23.85786802030457,40.10152284263959,7.614213197969544,7.1065989847715745,9.644670050761421,7.1065989847715745,32.99492385786802,38.578680203045685,87.30964467005076,13.705583756345177,37.055837563451774,0.52,0.096,0.173,0.227,38.0,20.0,29.0,78.0,0.576,0.424,0.464,0.384,0.152,0.618,4.48549201104565,0.29388096981222755,-5.444419847897227,-1.2679592879694734
2023-24,G. Harris - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero,ORL,6,2,4,0.333,88.861667,71,164,0.433,21,67,0.313,36,46,0.783,24,74,98,37,24.0,13,10,13,36,44,199,28.0,50,120,1066,565,12,12,12,526,13,10,411,10,8,322,8,8,8,12,1101,9,10,1099,1099,8,12,7,266585,Traditional,182,109.3,91.9,17.4,99.39,109.34065934065933,20.32967032967033,53.84615384615385,7.142857142857142,5.4945054945054945,13.186813186813188,13.186813186813188,40.65934065934066,39.010989010989015,90.10989010989012,11.538461538461538,36.81318681318682,0.497,0.132,0.323,0.28,24.0,33.0,27.0,60.0,0.591,0.409,0.503,0.317,0.181,0.521,4.157898625885492,13.705596518940702,7.967295701231247,-1.5955526731296317
2023-24,J. Holiday - K. Porzingis - J. Brown - J. Tatum - D. White,BOS,7,6,1,0.857,81.806667,66,138,0.478,21,59,0.356,40,45,0.889,14,61,75,42,13.0,12,13,4,20,39,193,28.0,37,19,289,292,13,13,13,464,13,13,336,8,9,260,12,13,13,11,1089,11,9,1066,1089,9,13,7,245420,Traditional,156,123.7,106.5,17.3,91.24,123.71794871794873,26.923076923076923,48.07692307692308,7.6923076923076925,8.333333333333332,8.333333333333332,8.974358974358974,39.1025641025641,42.30769230769231,88.46153846153845,13.461538461538462,37.82051282051282,0.554,0.083,0.289,0.326,21.0,22.0,14.0,76.0,0.572,0.428,0.466,0.326,0.207,0.636,8.453211777961286,28.121837447983523,22.38353663027407,2.6997604789461622
2023-24,B. Lopez - P. Beverley - D. Lillard - K. Middleton - B. Portis,MIL,4,1,3,0.25,66.928333,54,108,0.5,17,33,0.515,33,36,0.917,14,45,59,28,13.0,3,3,4,22,27,158,-5.0,110,246,1021,607,14,15,15,319,17,19,150,11,12,254,12,15,14,18,1089,67,41,1066,1091,13,15,925,200785,Traditional,128,123.4,134.7,-11.3,89.29,123.4375,21.875,46.09375,2.34375,2.34375,10.15625,10.9375,35.15625,42.1875,84.375,13.28125,25.78125,0.579,0.102,0.278,0.333,10.0,16.0,4.0,54.0,0.694,0.306,0.468,0.323,0.209,0.519,6.692001214941384,1.3516995678507557,-4.386601249858699,0.9385499159262602
2023-24,K. Irving - P. Washington - L. Doncic - J. Green - D. Lively II,DAL,17,10,7,0.588,63.631667,60,115,0.522,26,55,0.473,19,26,0.731,14,42,56,35,12.0,9,6,2,25,24,165,29.0,4,4,1103,395,15,14,14,309,10,14,261,19,18,372,12,16,16,13,1085,16,17,977,1095,16,14,6,190895,Traditional,128,128.9,108.8,20.1,95.42,128.90625,27.34375,43.75,7.03125,4.6875,9.375,10.9375,32.8125,46.875,89.84375,20.3125,42.96875,0.635,0.094,0.305,0.226,21.0,30.0,19.0,60.0,0.522,0.478,0.412,0.473,0.115,0.583,10.324936690227664,20.720163099583583,14.981862281874129,4.571485391212541
2023-24,D. Mitchell - J. Allen - M. Strus - D. Garland - E. Mobley,CLE,4,2,2,0.5,62.006667,47,102,0.461,11,33,0.333,17,23,0.739,11,46,57,31,20.0,7,8,8,25,27,122,-9.0,110,120,856,410,16,19,18,484,24,19,340,20,20,371,19,14,15,15,1098,20,13,1094,1095,13,18,1048,186020,Traditional,124,98.4,109.2,-10.8,94.44,98.38709677419355,25.0,45.96774193548387,5.64516129032258,6.451612903225806,16.129032258064516,8.870967741935484,37.096774193548384,37.903225806451616,82.25806451612904,8.870967741935484,26.61290322580645,0.515,0.161,0.276,0.225,17.0,13.0,20.0,64.0,0.676,0.324,0.59,0.27,0.139,0.66,2.173356408642855,-7.285900322824335,-13.02420114053379,-3.5800948903722687
2023-24,S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - J. Williams,OKC,8,4,4,0.5,58.738333,54,108,0.5,18,48,0.375,17,18,0.944,10,31,41,29,13.0,12,10,6,30,27,143,17.0,28,43,1066,410,17,15,15,319,15,16,314,20,27,251,23,20,21,17,1089,11,10,1091,1098,13,17,15,176215,Traditional,119,120.2,105.9,14.3,97.24,120.16806722689076,24.369747899159663,34.45378151260504,10.084033613445378,8.403361344537815,10.92436974789916,8.403361344537815,26.05042016806723,45.378151260504204,90.75630252100841,15.126050420168067,40.33613445378151,0.583,0.109,0.236,0.167,30.0,9.0,14.0,52.0,0.556,0.444,0.503,0.378,0.119,0.537,6.416387034256731,5.467084137176083,-0.2712166805333718,0.6629357352416072
2023-24,B. Adebayo - C. Martin - T. Herro - N. Jovic - J. Jaquez Jr.,MIA,4,1,3,0.25,56.168333,38,98,0.388,15,47,0.319,8,11,0.727,9,40,49,26,14.0,5,3,9,16,9,99,-13.0,110,246,1021,607,18,20,20,622,18,17,410,53,55,373,28,18,18,20,1094,31,41,1097,1081,59,21,1080,168505,Traditional,105,94.3,106.7,-12.4,89.73,94.28571428571428,24.761904761904763,46.666666666666664,4.761904761904762,2.857142857142857,13.333333333333334,8.571428571428571,38.095238095238095,36.19047619047619,93.33333333333333,14.285714285714285,44.761904761904766,0.464,0.133,0.21,0.112,9.0,9.0,10.0,38.0,0.52,0.48,0.465,0.455,0.081,0.684,1.9850149363950207,-10.683721448286214,-16.42202226599567,-3.768436362620103
2023-24,A. Horford - J. Holiday - J. Tatum - P. Pritchard - S. Hauser,BOS,11,9,2,0.818,56.038333,53,100,0.53,26,54,0.481,22,28,0.786,11,37,48,31,6.0,7,6,2,15,17,154,58.0,12,5,856,299,19,17,19,302,10,15,259,16,15,321,19,19,19,15,1044,20,17,977,1077,22,16,3,168115,Traditional,109,141.3,89.7,51.6,92.51,141.28440366972478,28.440366972477065,44.03669724770643,6.422018348623854,5.5045871559633035,5.5045871559633035,10.091743119266056,33.94495412844037,48.62385321100918,91.74311926605505,23.853211009174313,49.54128440366973,0.66,0.055,0.32,0.28,33.0,13.0,22.0,40.0,0.46,0.54,0.351,0.506,0.143,0.585,13.436976640643682,35.98817909819117,30.249878280481713,7.683525341628558
2023-24,I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo - M. McBride,NYK,7,3,4,0.429,55.233333,48,105,0.457,15,43,0.349,9,15,0.6,17,26,43,27,13.0,5,4,8,17,15,120,-11.0,37,77,1066,554,20,18,17,488,18,18,338,44,35,418,9,25,20,19,1089,31,28,1094,1085,29,19,1064,165700,Traditional,105,114.3,124.8,-10.5,91.25,114.28571428571428,25.71428571428571,40.95238095238095,4.761904761904762,3.8095238095238098,12.380952380952381,16.19047619047619,24.761904761904763,45.714285714285715,100.0,14.285714285714285,40.95238095238095,0.529,0.124,0.39,0.143,16.0,24.0,18.0,58.0,0.59,0.41,0.55,0.375,0.075,0.563,3.911248121860204,-11.664672179044622,-17.402972996754077,-1.8422031771549197
2023-24,J. Valančiūnas - C. McCollum - B. Ingram - H. Jones - T. Murphy III,NOP,4,0,4,0.0,48.673333,37,90,0.411,6,28,0.214,11,13,0.846,11,42,53,22,17.0,6,4,4,17,14,91,-14.0,110,627,1066,627,21,21,21,567,48,25,501,38,41,277,19,16,17,24,1095,24,28,1066,1085,31,26,1088,146020,Traditional,103,88.3,104.0,-15.6,100.59,88.3495145631068,21.35922330097087,51.45631067961165,5.825242718446602,3.8834951456310676,16.50485436893204,10.679611650485436,40.77669902912621,35.92233009708738,87.37864077669903,5.825242718446602,27.184466019417474,0.444,0.165,0.278,0.144,3.0,16.0,3.0,42.0,0.689,0.311,0.681,0.198,0.121,0.595,-1.0991709356921282,-14.215347099815016,-19.95364791752447,-6.852622234707252
2022-23,K. Caldwell-Pope - A. Gordon - N. Jokic - J. Murray - M. Porter Jr.,DEN,20,16,4,0.8,376.035,348,710,0.49,87,245,0.355,125,160,0.781,83,265,348,219,76.0,51,32,33,133,145,908,68.0,1,1,1040,296,1,1,1,428,1,1,354,1,1,308,1,1,1,1,1090,1,3,1090,1090,1,1,1,1128105,Traditional,762,119.2,109.8,9.4,97.46,119.16010498687663,28.74015748031496,45.66929133858268,6.692913385826772,4.199475065616798,9.973753280839896,10.892388451443571,34.7769028871391,45.66929133858268,93.1758530183727,11.41732283464567,32.15223097112861,0.551,0.1,0.278,0.225,107.0,91.0,130.0,426.0,0.655,0.345,0.575,0.287,0.138,0.629,5.764577281514031,8.546524196377884,3.0722555695925253,1.5268950871138438
2022-23,A. Horford - M. Smart - J. Brown - J. Tatum - D. White,BOS,18,10,8,0.556,242.288333,204,438,0.466,68,198,0.343,76,89,0.854,50,171,221,119,58.0,31,35,28,80,90,552,27.0,2,8,1090,399,2,2,3,456,2,2,360,2,2,255,2,2,2,2,1089,3,1,1089,1089,2,2,10,726865,Traditional,489,112.9,106.7,6.2,97.17,112.88343558282207,24.335378323108383,45.194274028629856,6.339468302658487,7.157464212678937,11.860940695296524,10.224948875255624,34.96932515337423,41.717791411042946,89.57055214723927,13.905930470347649,40.49079754601227,0.543,0.119,0.24,0.203,88.0,60.0,78.0,230.0,0.548,0.452,0.493,0.37,0.138,0.583,5.5910912986019445,6.484893700613641,1.0106250738282823,1.3534091042017575
2022-23,K. Love - J. Butler - B. Adebayo - G. Vincent - M. Strus,MIA,17,12,5,0.706,235.913333,201,450,0.447,59,166,0.355,63,76,0.829,46,167,213,112,50.0,39,16,20,74,84,524,12.0,3,2,1069,321,3,3,2,475,3,3,353,3,4,278,3,3,3,3,1087,2,6,1088,1088,3,3,31,707740,Traditional,483,108.5,106.0,2.5,98.27,108.48861283643892,23.18840579710145,44.099378881987576,8.074534161490684,3.3126293995859215,10.351966873706004,9.523809523809524,34.57556935817806,41.61490683229814,93.16770186335404,12.215320910973086,34.368530020703936,0.512,0.104,0.236,0.169,83.0,66.0,63.0,230.0,0.631,0.369,0.542,0.338,0.12,0.557,3.702108279638359,-0.01343608269952945,-5.4877047094848885,-0.5355739147618279
2022-23,L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,13,7,6,0.538,176.765,155,332,0.467,42,122,0.344,62,79,0.785,39,136,175,101,53.0,27,35,8,62,78,414,9.0,14,17,1077,403,4,4,4,451,4,4,359,4,3,306,4,4,4,4,1088,4,1,1074,1087,4,4,53,530295,Traditional,384,107.8,107.4,0.4,103.32,107.8125,26.302083333333332,45.57291666666667,7.03125,9.114583333333332,13.802083333333334,10.15625,35.41666666666667,40.36458333333333,86.45833333333334,10.9375,31.770833333333332,0.53,0.138,0.253,0.238,67.0,58.0,73.0,178.0,0.633,0.367,0.546,0.304,0.15,0.652,3.9183504587625553,3.2332458441208956,-2.2410227826644635,-0.31933173563763173
2022-23,P. Tucker - J. Harden - T. Harris - J. Embiid - T. Maxey,PHI,9,5,4,0.556,160.433333,120,279,0.43,42,115,0.365,56,67,0.836,36,105,141,65,38.0,16,20,19,56,57,338,-37.0,29,32,1040,399,5,5,5,504,4,5,345,5,5,263,5,5,5,5,1086,7,4,1087,1086,5,5,1090,481300,Traditional,309,109.4,122.1,-12.8,92.15,109.38511326860842,21.035598705501616,45.63106796116505,5.177993527508091,6.472491909385113,12.297734627831716,11.650485436893204,33.980582524271846,38.83495145631068,90.29126213592234,13.592233009708737,37.2168284789644,0.505,0.123,0.292,0.24,32.0,50.0,42.0,122.0,0.588,0.412,0.462,0.373,0.166,0.542,3.5696019339042913,-1.2201083978438323,-6.694377024629191,-0.6680802604958958
2022-23,C. Paul - K. Durant - D. Booker - T. Craig - D. Ayton,PHX,6,4,2,0.667,101.155,93,181,0.514,21,52,0.404,45,56,0.804,20,73,93,57,27.0,19,8,6,38,47,252,30.0,59,41,842,325,6,6,7,297,10,14,303,9,9,289,10,6,7,6,1084,5,11,1067,1083,6,6,7,303465,Traditional,209,120.6,104.7,15.9,99.89,120.57416267942584,27.27272727272727,44.49760765550239,9.090909090909092,3.827751196172249,12.918660287081341,9.569377990430622,34.92822966507177,44.49760765550239,86.60287081339713,10.047846889952153,24.880382775119617,0.572,0.129,0.286,0.309,52.0,31.0,33.0,104.0,0.713,0.287,0.571,0.25,0.179,0.613,4.990035710415848,12.255647234028022,6.7813786072426625,0.7523535160156607
2022-23,J. Butler - B. Adebayo - C. Martin - G. Vincent - M. Strus,MIA,13,7,6,0.538,101.121667,80,193,0.415,23,63,0.365,36,42,0.857,23,69,92,40,16.0,15,7,13,46,46,219,15.0,14,17,1077,403,7,7,6,542,8,8,346,12,11,251,9,8,8,15,1071,10,16,1083,1085,7,8,23,303365,Traditional,206,106.3,100.5,5.8,97.07,106.31067961165049,19.41747572815534,44.66019417475729,7.281553398058252,3.3980582524271843,7.766990291262135,11.165048543689322,33.49514563106796,38.83495145631068,93.68932038834951,11.165048543689322,30.582524271844658,0.474,0.078,0.282,0.218,32.0,26.0,13.0,72.0,0.674,0.326,0.521,0.315,0.164,0.5,2.3131753983461176,-4.066767596542417,-9.541036223327776,-1.9245067960540694
2022-23,K. Lowry - J. Butler - B. Adebayo - C. Martin - D. Robinson,MIA,17,10,7,0.588,90.943333,79,158,0.5,25,59,0.424,38,41,0.927,26,57,83,53,30.0,14,4,7,34,34,221,44.0,3,8,1086,391,8,8,10,305,6,10,295,10,13,229,8,13,11,7,1085,12,37,1069,1081,13,7,4,272830,Traditional,174,127.0,102.3,24.7,91.57,127.01149425287358,30.45977011494253,47.701149425287355,8.045977011494253,2.2988505747126435,17.24137931034483,14.942528735632186,32.758620689655174,45.40229885057471,90.80459770114942,14.367816091954023,33.90804597701149,0.579,0.172,0.45,0.259,48.0,30.0,27.0,80.0,0.627,0.373,0.489,0.339,0.172,0.671,5.856036658536267,13.30811608456031,7.833847457774952,1.6183544641360799
2022-23,A. Horford - M. Smart - J. Brown - M. Brogdon - J. Tatum,BOS,13,7,6,0.538,86.653333,70,141,0.496,25,70,0.357,47,57,0.825,15,69,84,45,24.0,8,17,8,26,38,212,57.0,14,17,1077,403,9,12,13,424,6,6,352,8,8,282,16,8,10,9,1082,27,5,1074,1070,10,9,2,259960,Traditional,181,117.1,89.1,28.0,98.32,117.1270718232044,24.861878453038674,46.408839779005525,4.41988950276243,9.392265193370166,13.259668508287293,8.287292817679557,38.12154696132597,38.67403314917127,77.90055248618785,13.812154696132598,38.67403314917127,0.585,0.133,0.267,0.404,33.0,21.0,29.0,80.0,0.504,0.496,0.425,0.354,0.222,0.643,6.8150740783410315,18.58730783045295,13.11303920366759,2.5773918839408445
2022-23,J. Randle - J. Brunson - M. Robinson - R. Barrett - Q. Grimes,NYK,6,3,3,0.5,86.413333,58,139,0.417,19,61,0.311,49,63,0.778,18,70,88,32,23.0,16,8,9,30,45,184,22.0,59,69,978,407,10,18,14,530,11,9,428,7,6,309,13,7,9,19,1080,7,11,1079,1078,8,13,13,259240,Traditional,173,106.4,93.6,12.7,96.1,106.35838150289017,18.497109826589593,50.86705202312138,9.248554913294797,4.624277456647398,13.294797687861271,10.404624277456648,40.46242774566474,33.52601156069364,80.34682080924856,10.982658959537572,35.26011560693642,0.486,0.133,0.244,0.453,34.0,13.0,22.0,64.0,0.561,0.439,0.424,0.31,0.266,0.552,2.594982496255238,16.978716327434142,11.504447700648782,-1.6426996981449489
2022-23,C. Capela - D. Murray - J. Collins - T. Young - D. Hunter,ATL,5,1,4,0.2,85.6,72,170,0.424,14,59,0.237,22,27,0.815,17,65,82,44,26.0,14,9,14,29,28,180,-32.0,79,211,1040,610,11,10,8,525,22,10,511,22,22,286,15,10,12,10,1083,12,8,1084,1076,20,14,1088,256800,Traditional,188,95.7,112.8,-17.0,105.42,95.74468085106383,23.404255319148938,43.61702127659575,7.446808510638298,4.787234042553192,13.829787234042554,9.042553191489363,34.57446808510639,38.297872340425535,90.42553191489363,7.446808510638298,31.382978723404253,0.465,0.138,0.245,0.159,24.0,30.0,23.0,88.0,0.653,0.347,0.644,0.233,0.122,0.611,-0.23550287833247108,-11.975904501535709,-17.45017312832107,-4.473185072732658
2022-23,S. Curry - K. Thompson - D. Green - A. Wiggins - K. Looney,GSW,8,4,4,0.5,81.536667,77,170,0.453,22,70,0.314,28,41,0.683,31,63,94,41,20.0,10,9,9,31,37,204,36.0,37,41,1040,407,12,9,8,470,9,6,426,17,13,357,6,11,6,12,1076,20,8,1079,1079,12,10,5,244610,Traditional,172,118.6,97.7,20.9,101.26,118.6046511627907,23.837209302325583,54.65116279069767,5.813953488372093,5.232558139534884,11.627906976744185,18.023255813953487,36.627906976744185,44.76744186046512,98.83720930232558,12.790697674418606,40.69767441860465,0.518,0.116,0.414,0.241,21.0,42.0,16.0,68.0,0.588,0.412,0.539,0.324,0.137,0.532,5.708455138152722,14.800028916814913,9.325760290029553,1.470772943752535
2022-23,L. James - A. Davis - D. Schroder - R. Hachimura - A. Reaves,LAL,10,3,7,0.3,78.285,60,133,0.451,13,40,0.325,53,61,0.869,15,58,73,33,17.0,12,7,14,26,38,186,26.0,24,69,1086,596,13,16,15,472,27,19,425,6,7,249,16,12,14,17,1072,15,16,1084,1070,10,12,11,234855,Traditional,164,113.4,100.6,12.8,99.02,113.41463414634146,20.121951219512198,44.51219512195122,7.317073170731707,4.2682926829268295,10.365853658536585,9.146341463414634,35.36585365853659,36.58536585365854,81.09756097560977,7.926829268292683,24.390243902439025,0.5,0.104,0.303,0.459,29.0,20.0,20.0,84.0,0.699,0.301,0.505,0.21,0.285,0.55,1.9354985430165232,7.901371171172412,2.4271025443870533,-2.3021836513836638
2022-23,L. James - A. Davis - D. Schroder - D. Russell - A. Reaves,LAL,13,8,5,0.615,76.94,69,143,0.483,18,49,0.367,38,47,0.809,20,57,77,46,14.0,10,8,2,22,39,194,6.0,14,14,1069,378,14,13,12,435,13,15,344,10,10,288,10,13,13,8,1064,20,11,952,1068,9,11,101,230820,Traditional,164,118.3,116.0,2.2,101.69,118.29268292682926,28.04878048780488,46.95121951219512,6.097560975609756,4.878048780487805,8.536585365853659,12.195121951219512,34.756097560975604,42.073170731707314,87.1951219512195,10.975609756097562,29.878048780487802,0.545,0.085,0.304,0.329,26.0,24.0,29.0,82.0,0.657,0.343,0.526,0.278,0.196,0.667,5.51262405101708,10.2163120572645,4.74204343047914,1.274941856616893
2022-23,J. Randle - J. Hart - J. Brunson - M. Robinson - R. Barrett,NYK,7,5,2,0.714,74.566667,59,128,0.461,18,46,0.391,24,40,0.6,28,36,64,31,22.0,5,5,8,21,29,160,-15.0,46,32,842,319,15,17,18,462,13,18,329,18,15,401,7,27,19,21,1078,39,25,1074,1063,19,17,1075,223700,Traditional,133,120.3,128.7,-8.4,86.58,120.30075187969925,23.308270676691727,48.1203007518797,3.7593984962406015,3.7593984962406015,16.541353383458645,21.052631578947366,27.06766917293233,44.3609022556391,96.2406015037594,13.533834586466165,34.58646616541353,0.531,0.165,0.468,0.313,13.0,30.0,11.0,68.0,0.641,0.359,0.513,0.338,0.15,0.525,3.506807810067298,-5.98770634957861,-11.461974976363969,-0.7308743843328891
2022-23,D. Brooks - J. Jackson Jr. - J. Morant - X. Tillman - D. Bane,MEM,5,1,4,0.2,72.768333,50,132,0.379,9,49,0.184,31,37,0.838,15,50,65,27,23.0,11,6,15,32,30,140,-27.0,79,211,1040,610,16,25,16,595,39,15,536,15,17,262,16,17,17,27,1080,18,21,1086,1080,17,26,1085,218305,Traditional,156,89.7,106.4,-16.6,103.23,89.74358974358975,17.307692307692307,41.66666666666667,7.051282051282051,3.8461538461538463,14.743589743589745,9.615384615384617,32.05128205128205,32.05128205128205,84.61538461538461,5.769230769230769,31.41025641025641,0.413,0.147,0.214,0.28,34.0,18.0,31.0,76.0,0.629,0.371,0.586,0.193,0.221,0.54,-3.5547643945717606,-20.486697441773885,-25.960966068559244,-7.792446588971948
2022-23,C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,CLE,5,1,4,0.2,72.616667,62,121,0.512,12,39,0.308,20,26,0.769,12,40,52,37,19.0,10,9,8,23,23,156,3.0,79,211,1040,610,17,15,20,299,29,20,429,26,23,316,25,24,26,16,1074,20,8,1074,1069,27,20,197,217850,Traditional,136,114.7,110.9,3.8,90.56,114.70588235294117,27.205882352941174,38.23529411764706,7.352941176470589,6.61764705882353,13.970588235294118,8.823529411764707,29.411764705882355,45.588235294117645,88.97058823529412,8.823529411764707,28.676470588235293,0.562,0.14,0.283,0.215,31.0,18.0,17.0,92.0,0.678,0.322,0.641,0.231,0.128,0.597,3.6741177639174,-2.405335817995824,-7.879604444781183,-0.5635644304827871
2022-23,H. Barnes - D. Sabonis - D. Fox - K. Huerter - K. Murray,SAC,7,3,4,0.429,72.316667,71,157,0.452,14,58,0.241,20,28,0.714,20,45,65,33,14.0,18,8,5,28,27,176,-14.0,46,69,1040,538,18,11,11,471,22,12,510,26,21,344,10,21,17,17,1064,6,11,1055,1074,21,15,1071,216950,Traditional,160,110.0,117.3,-7.3,106.86,110.00000000000001,20.625,40.625,11.25,5.0,8.75,12.5,28.125,44.375,98.125,8.75,36.25,0.497,0.088,0.303,0.178,33.0,24.0,25.0,100.0,0.631,0.369,0.648,0.239,0.114,0.465,3.199650499740268,1.9165754346469366,-3.5576931921384225,-1.038031694659919
2022-23,K. Lowry - J. Butler - B. Adebayo - C. Martin - M. Strus,MIA,17,10,7,0.588,69.803333,50,120,0.417,16,39,0.41,35,42,0.833,14,54,68,30,15.0,5,8,7,28,31,151,18.0,3,8,1086,391,19,25,21,531,17,20,301,13,11,264,22,15,15,24,1069,39,11,1069,1074,15,23,17,209410,Traditional,144,104.9,97.8,7.1,96.27,104.86111111111111,20.833333333333336,47.22222222222222,3.4722222222222223,5.555555555555555,10.416666666666668,9.722222222222223,37.5,34.72222222222222,83.33333333333334,11.11111111111111,27.083333333333332,0.483,0.104,0.31,0.35,17.0,19.0,23.0,58.0,0.675,0.325,0.45,0.318,0.232,0.6,1.9607048617594462,-2.5977430154906953,-8.072011642276054,-2.2769773326407408
2022-23,S. Curry - K. Thompson - D. Green - A. Wiggins - G. Payton II,GSW,8,3,5,0.375,67.59,66,130,0.508,17,57,0.298,17,21,0.81,18,49,67,43,22.0,10,5,4,26,26,166,4.0,37,69,1069,552,20,14,17,301,15,13,439,36,34,287,13,18,16,11,1078,20,25,1044,1070,22,16,153,202770,Traditional,141,117.7,113.3,4.4,100.84,117.7304964539007,30.49645390070922,47.5177304964539,7.092198581560284,3.546099290780142,15.602836879432624,12.76595744680851,34.751773049645394,46.808510638297875,92.19858156028369,12.056737588652481,40.42553191489361,0.573,0.156,0.313,0.162,25.0,22.0,23.0,80.0,0.562,0.438,0.59,0.307,0.102,0.652,5.703061170045855,9.153826186711825,3.679557559926466,1.4653789756456677
